Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Green,3,177000000000,261000000000,16,2
Green,3,177000000000,261000000000,17,5
Green,3,177000000000,261000000000,18,7
Green,3,177000000000,261000000000,19,7
Green,3,177000000000,261000000000,20,0
Green,3,177000000000,261000000000,21,4
Green,3,177000000000,261000000000,22,2
Green,3,177000000000,261000000000,23,2
Green,3,177000000000,261000000000,24,1
Green,3,177000000000,261000000000,25,1
Green,3,177000000000,261000000000,26,1
Green,3,177000000000,261000000000,27,0
Green,3,177000000000,261000000000,28,0
Green,3,177000000000,261000000000,29,0
Green,3,177000000000,261000000000,30,0
Green,3,177000000000,261000000000,31,1
Green,3,177000000000,261000000000,32,0
Green,3,177000000000,261000000000,33,0
Green,3,177000000000,261000000000,34,1
Green,3,177000000000,261000000000,35,2
Green,3,177000000000,261000000000,36,1
Green,3,177000000000,261000000000,37,0
Green,3,177000000000,261000000000,38,0
Green,3,177000000000,261000000000,39,0
Green,3,177000000000,261000000000,40,1
Green,3,177000000000,261000000000,41,0
Green,3,177000000000,261000000000,42,0
Green,3,177000000000,261000000000,43,0
Green,3,177000000000,261000000000,44,0
Green,3,177000000000,261000000000,45,0
Green,3,177000000000,261000000000,46,2
Green,3,177000000000,261000000000,47,0
Green,3,177000000000,261000000000,48,0
Green,3,177000000000,261000000000,49,0
Green,3,177000000000,261000000000,50,2
Green,3,177000000000,261000000000,51,2
Green,3,177000000000,261000000000,52,1
Green,3,177000000000,261000000000,53,0
Green,3,177000000000,261000000000,54,0
Green,3,177000000000,261000000000,55,1
Green,3,177000000000,261000000000,56,1
Green,3,177000000000,261000000000,57,0
Green,3,177000000000,261000000000,58,0
Green,3,177000000000,261000000000,59,0
Green,3,261000000000,285000000000,0,126
Green,3,261000000000,285000000000,1,18
Green,3,261000000000,285000000000,2,3
Green,3,261000000000,285000000000,3,7
Green,3,261000000000,285000000000,4,10
Green,3,261000000000,285000000000,5,7
Green,3,261000000000,285000000000,6,8
Green,3,261000000000,285000000000,7,6
Green,3,261000000000,285000000000,8,2
Green,3,261000000000,285000000000,9,3
Green,3,261000000000,285000000000,10,11
Green,3,261000000000,285000000000,11,2
Green,3,261000000000,285000000000,12,3
Green,3,261000000000,285000000000,13,1
Green,3,261000000000,285000000000,14,2
Green,3,261000000000,285000000000,15,3
Green,3,261000000000,285000000000,16,5
Green,3,261000000000,285000000000,17,1
Green,3,261000000000,285000000000,18,6
Green,3,261000000000,285000000000,19,2
Green,3,261000000000,285000000000,20,1
Green,3,261000000000,285000000000,21,5
Green,3,261000000000,285000000000,22,1
Green,3,261000000000,285000000000,23,4
Green,3,261000000000,285000000000,24,2
Green,3,261000000000,285000000000,25,5
Green,3,261000000000,285000000000,26,3
Green,3,261000000000,285000000000,27,0
Green,3,261000000000,285000000000,28,1
Green,3,261000000000,285000000000,29,0
Green,3,261000000000,285000000000,30,0
Green,3,261000000000,285000000000,31,0
Green,3,261000000000,285000000000,32,0
Green,3,261000000000,285000000000,33,0
Green,3,261000000000,285000000000,34,1
Green,3,261000000000,285000000000,35,1
Green,3,261000000000,285000000000,36,1
Green,3,261000000000,285000000000,37,1
Green,3,261000000000,285000000000,38,1
Green,3,261000000000,285000000000,39,1
Green,3,261000000000,285000000000,40,0
Green,3,261000000000,285000000000,41,0
Green,3,261000000000,285000000000,42,1
Green,3,261000000000,285000000000,43,0
Green,3,261000000000,285000000000,44,0
Green,3,261000000000,285000000000,45,1
Green,3,261000000000,285000000000,46,0
Green,3,261000000000,285000000000,47,0
Green,3,261000000000,285000000000,48,2
Green,3,261000000000,285000000000,49,1
Green,3,261000000000,285000000000,50,0
Green,3,261000000000,285000000000,51,0
Green,3,261000000000,285000000000,52,0
Green,3,261000000000,285000000000,53,1
Green,3,261000000000,285000000000,54,0
Green,3,261000000000,285000000000,55,0
Green,3,261000000000,285000000000,56,1
Green,3,261000000000,285000000000,57,0
Green,3,261000000000,285000000000,58,0
Green,3,261000000000,285000000000,59,0
Green,3,285000000000,403000000000,0,126
Green,3,285000000000,403000000000,1,10
Green,3,285000000000,403000000000,2,10
Green,3,285000000000,403000000000,3,6
Green,3,285000000000,403000000000,4,9
Green,3,285000000000,403000000000,5,7
Green,3,285000000000,403000000000,6,5
Green,3,285000000000,403000000000,7,5
Green,3,285000000000,403000000000,8,2
Green,3,285000000000,403000000000,9,2
Green,3,285000000000,403000000000,10,9
Green,3,285000000000,403000000000,11,1
Green,3,285000000000,403000000000,12,2
Green,3,285000000000,403000000000,13,7
Green,3,285000000000,403000000000,14,5
Green,3,285000000000,403000000000,15,8
Green,3,285000000000,403000000000,16,3
Green,3,285000000000,403000000000,17,1
Green,3,285000000000,403000000000,18,1
Green,3,285000000000,403000000000,19,2
Green,3,285000000000,403000000000,20,1
Green,3,285000000000,403000000000,21,3
Green,3,285000000000,403000000000,22,1
Green,3,285000000000,403000000000,23,3
Green,3,285000000000,403000000000,24,3
Green,3,285000000000,403000000000,25,1
Green,3,285000000000,403000000000,26,4
Green,3,285000000000,403000000000,27,2
Green,3,285000000000,403000000000,28,1
Green,3,285000000000,403000000000,29,1
Green,3,285000000000,403000000000,30,0
Green,3,285000000000,403000000000,31,0
Green,3,285000000000,403000000000,32,0
Green,3,285000000000,403000000000,33,1
Green,3,285000000000,403000000000,34,1
Green,3,285000000000,403000000000,35,3
Green,3,285000000000,403000000000,36,1
Green,3,285000000000,403000000000,37,2
Green,3,285000000000,403000000000,38,0
Green,3,285000000000,403000000000,39,0
Green,3,285000000000,403000000000,40,0
Green,3,285000000000,403000000000,41,0
Green,3,285000000000,403000000000,42,1
Green,3,285000000000,403000000000,43,0
Green,3,285000000000,403000000000,44,3
Green,3,285000000000,403000000000,45,0
Green,3,285000000000,403000000000,46,1
Green,3,285000000000,403000000000,47,0
Green,3,285000000000,403000000000,48,0
Green,3,285000000000,403000000000,49,1
Green,3,285000000000,403000000000,50,1
Green,3,285000000000,403000000000,51,1
Green,3,285000000000,403000000000,52,0
Green,3,285000000000,403000000000,53,1
Green,3,285000000000,403000000000,54,1
Green,3,285000000000,403000000000,55,1
Green,3,285000000000,403000000000,56,0
Green,3,285000000000,403000000000,57,0
Green,3,285000000000,403000000000,58,0
Green,3,285000000000,403000000000,59,0
Green,3,403000000000,490000000000,0,116
Green,3,403000000000,490000000000,1,12
Green,3,403000000000,490000000000,2,10
Green,3,403000000000,490000000000,3,9
Green,3,403000000000,490000000000,4,15
Green,3,403000000000,490000000000,5,3
Green,3,403000000000,490000000000,6,5
Green,3,403000000000,490000000000,7,7
Green,3,403000000000,490000000000,8,5
Green,3,403000000000,490000000000,9,3
Green,3,403000000000,490000000000,10,8
Green,3,403000000000,490000000000,11,0
Green,3,403000000000,490000000000,12,0
Green,3,403000000000,490000000000,13,5
Green,3,403000000000,490000000000,14,3
Green,3,403000000000,490000000000,15,5
Green,3,403000000000,490000000000,16,2
Green,3,403000000000,490000000000,17,3
Green,3,403000000000,490000000000,18,5
Green,3,403000000000,490000000000,19,4
Green,3,403000000000,490000000000,20,2
Green,3,403000000000,490000000000,21,5
Green,3,403000000000,490000000000,22,2
Green,3,403000000000,490000000000,23,5
Green,3,403000000000,490000000000,24,1
Green,3,403000000000,490000000000,25,2
Green,3,403000000000,490000000000,26,1
Green,3,403000000000,490000000000,27,1
Green,3,403000000000,490000000000,28,3
Green,3,403000000000,490000000000,29,1
Green,3,403000000000,490000000000,30,1
Green,3,403000000000,490000000000,31,0
Green,3,403000000000,490000000000,32,0
Green,3,403000000000,490000000000,33,1
Green,3,403000000000,490000000000,34,2
Green,3,403000000000,490000000000,35,3
Green,3,403000000000,490000000000,36,0
Green,3,403000000000,490000000000,37,1
Green,3,403000000000,490000000000,38,2
Green,3,403000000000,490000000000,39,3
Green,3,403000000000,490000000000,40,1
Green,3,403000000000,490000000000,41,0
Green,3,403000000000,490000000000,42,1
Green,3,403000000000,490000000000,43,0
Green,3,403000000000,490000000000,44,0
Green,3,403000000000,490000000000,45,0
Green,3,403000000000,490000000000,46,0
Green,3,403000000000,490000000000,47,0
Green,3,403000000000,490000000000,48,0
Green,3,403000000000,490000000000,49,0
Green,3,403000000000,490000000000,50,1
Green,3,403000000000,490000000000,51,0
Green,3,403000000000,490000000000,52,0
Green,3,403000000000,490000000000,53,1
Green,3,403000000000,490000000000,54,0
Green,3,403000000000,490000000000,55,0
Green,3,403000000000,490000000000,56,1
Green,3,403000000000,490000000000,57,0
Green,3,403000000000,490000000000,58,0
Green,3,403000000000,490000000000,59,0
Green,3,490000000000,678000000000,0,138
Green,3,490000000000,678000000000,1,14
Green,3,490000000000,678000000000,2,8
Green,3,490000000000,678000000000,3,17
Green,3,490000000000,678000000000,4,5
Green,3,490000000000,678000000000,5,5
Green,3,490000000000,678000000000,6,4
Green,3,490000000000,678000000000,7,6
Green,3,490000000000,678000000000,8,0
Green,3,490000000000,678000000000,9,3
Green,3,490000000000,678000000000,10,7
Green,3,490000000000,678000000000,11,1
Green,3,490000000000,678000000000,12,1
Green,3,490000000000,678000000000,13,4
Green,3,490000000000,678000000000,14,2
Green,3,490000000000,678000000000,15,2
Green,3,490000000000,678000000000,16,4
Green,3,490000000000,678000000000,17,4
Green,3,490000000000,678000000000,18,4
Green,3,490000000000,678000000000,19,2
Green,3,490000000000,678000000000,20,2
Green,3,490000000000,678000000000,21,4
Green,3,490000000000,678000000000,22,1
Green,3,490000000000,678000000000,23,1
Green,3,490000000000,678000000000,24,5
Green,3,490000000000,678000000000,25,1
Green,3,490000000000,678000000000,26,2
Green,3,490000000000,678000000000,27,1
Green,3,490000000000,678000000000,28,2
Green,3,490000000000,678000000000,29,1
Green,3,490000000000,678000000000,30,1
Green,3,490000000000,678000000000,31,0
Green,3,490000000000,678000000000,32,1
Green,3,490000000000,678000000000,33,1
Green,3,490000000000,678000000000,34,0
Green,3,490000000000,678000000000,35,3
Green,3,490000000000,678000000000,36,0
Green,3,490000000000,678000000000,37,0
Green,3,490000000000,678000000000,38,0
Green,3,490000000000,678000000000,39,0
Green,3,490000000000,678000000000,40,0
Green,3,490000000000,678000000000,41,0
Green,3,490000000000,678000000000,42,0
Green,3,490000000000,678000000000,43,0
Green,3,490000000000,678000000000,44,1
Green,3,490000000000,678000000000,45,0
Green,3,490000000000,678000000000,46,0
Green,3,490000000000,678000000000,47,0
Green,3,490000000000,678000000000,48,2
Green,3,490000000000,678000000000,49,0
Green,3,490000000000,678000000000,50,0
Green,3,490000000000,678000000000,51,0
Green,3,490000000000,678000000000,52,0
Green,3,490000000000,678000000000,53,0
Green,3,490000000000,678000000000,54,0
Green,3,490000000000,678000000000,55,0
Green,3,490000000000,678000000000,56,0
Green,3,490000000000,678000000000,57,0
Green,3,490000000000,678000000000,58,0
Green,3,490000000000,678000000000,59,0
Green,3,678000000000,898000000000,0,136
Green,3,678000000000,898000000000,1,13
Green,3,678000000000,898000000000,2,14
Green,3,678000000000,898000000000,3,9
Green,3,678000000000,898000000000,4,4
Green,3,678000000000,898000000000,5,8
Green,3,678000000000,898000000000,6,8
Green,3,678000000000,898000000000,7,12
Green,3,678000000000,898000000000,8,5
Green,3,678000000000,898000000000,9,0
Green,3,678000000000,898000000000,10,5
Green,3,678000000000,898000000000,11,1
Green,3,678000000000,898000000000,12,2
Green,3,678000000000,898000000000,13,1
Green,3,678000000000,898000000000,14,3
Green,3,678000000000,898000000000,15,3
Green,3,678000000000,898000000000,16,2
Green,3,678000000000,898000000000,17,1
Green,3,678000000000,898000000000,18,2
Green,3,678000000000,898000000000,19,1
Green,3,678000000000,898000000000,20,3
Green,3,678000000000,898000000000,21,3
Green,3,678000000000,898000000000,22,4
Green,3,678000000000,898000000000,23,2
Green,3,678000000000,898000000000,24,1
Green,3,678000000000,898000000000,25,1
Green,3,678000000000,898000000000,26,0
Green,3,678000000000,898000000000,27,1
Green,3,678000000000,898000000000,28,1
Green,3,678000000000,898000000000,29,0
Green,3,678000000000,898000000000,30,2
Green,3,678000000000,898000000000,31,1
Green,3,678000000000,898000000000,32,1
Green,3,678000000000,898000000000,33,0
Green,3,678000000000,898000000000,34,1
Green,3,678000000000,898000000000,35,2
Green,3,678000000000,898000000000,36,0
Green,3,678000000000,898000000000,37,0
Green,3,678000000000,898000000000,38,0
Green,3,678000000000,898000000000,39,0
Green,3,678000000000,898000000000,40,1
Green,3,678000000000,898000000000,41,1
Green,3,678000000000,898000000000,42,2
Green,3,678000000000,898000000000,43,0
Green,3,678000000000,898000000000,44,0
Green,3,678000000000,898000000000,45,1
Green,3,678000000000,898000000000,46,0
Green,3,678000000000,898000000000,47,1
Green,3,678000000000,898000000000,48,1
Green,3,678000000000,898000000000,49,0
Green,3,678000000000,898000000000,50,0
Green,3,678000000000,898000000000,51,0
Green,3,678000000000,898000000000,52,0
Green,3,678000000000,898000000000,53,0
Green,3,678000000000,898000000000,54,1
Green,3,678000000000,898000000000,55,0
Green,3,678000000000,898000000000,56,0
Green,3,678000000000,898000000000,57,0
Green,3,678000000000,898000000000,58,0
Green,3,678000000000,898000000000,59,0
Green,3,898000000000,1140000000000,0,117
Green,3,898000000000,1140000000000,1,22
Green,3,898000000000,1140000000000,2,9
Green,3,898000000000,1140000000000,3,7
Green,3,898000000000,1140000000000,4,10
Green,3,898000000000,1140000000000,5,5
Green,3,898000000000,1140000000000,6,12
Green,3,898000000000,1140000000000,7,14
Green,3,898000000000,1140000000000,8,1
Green,3,898000000000,1140000000000,9,0
Green,3,898000000000,1140000000000,10,6
Green,3,898000000000,1140000000000,11,1
Green,3,898000000000,1140000000000,12,4
Green,3,898000000000,1140000000000,13,3
Green,3,898000000000,1140000000000,14,4
Green,3,898000000000,1140000000000,15,7
Green,3,898000000000,1140000000000,16,5
Green,3,898000000000,1140000000000,17,3
Green,3,898000000000,1140000000000,18,1
Green,3,898000000000,1140000000000,19,0
Green,3,898000000000,1140000000000,20,0
Green,3,898000000000,1140000000000,21,4
Green,3,898000000000,1140000000000,22,0
Green,3,898000000000,1140000000000,23,0
Green,3,898000000000,1140000000000,24,4
Green,3,898000000000,1140000000000,25,0
Green,3,898000000000,1140000000000,26,0
Green,3,898000000000,1140000000000,27,1
Green,3,898000000000,1140000000000,28,1
Green,3,898000000000,1140000000000,29,0
Green,3,898000000000,1140000000000,30,2
Green,3,898000000000,1140000000000,31,1
Green,3,898000000000,1140000000000,32,3
Green,3,898000000000,1140000000000,33,0
Green,3,898000000000,1140000000000,34,0
Green,3,898000000000,1140000000000,35,0
Green,3,898000000000,1140000000000,36,0
Green,3,898000000000,1140000000000,37,0
Green,3,898000000000,1140000000000,38,0
Green,3,898000000000,1140000000000,39,1
Green,3,898000000000,1140000000000,40,1
Green,3,898000000000,1140000000000,41,0
Green,3,898000000000,1140000000000,42,1
Green,3,898000000000,1140000000000,43,0
Green,3,898000000000,1140000000000,44,0
Green,3,898000000000,1140000000000,45,0
Green,3,898000000000,1140000000000,46,3
Green,3,898000000000,1140000000000,47,2
Green,3,898000000000,1140000000000,48,2
Green,3,898000000000,1140000000000,49,0
Green,3,898000000000,1140000000000,50,0
Green,3,898000000000,1140000000000,51,0
Green,3,898000000000,1140000000000,52,0
Green,3,898000000000,1140000000000,53,0
Green,3,898000000000,1140000000000,54,0
Green,3,898000000000,1140000000000,55,0
Green,3,898000000000,1140000000000,56,1
Green,3,898000000000,1140000000000,57,1
Green,3,898000000000,1140000000000,58,0
Green,3,898000000000,1140000000000,59,1
Green,3,1140000000000,1390000000000,0,117
Green,3,1140000000000,1390000000000,1,22
Green,3,1140000000000,1390000000000,2,18
Green,3,1140000000000,1390000000000,3,7
Green,3,1140000000000,1390000000000,4,4
Green,3,1140000000000,1390000000000,5,4
Green,3,1140000000000,1390000000000,6,8
Green,3,1140000000000,1390000000000,7,10
Green,3,1140000000000,1390000000000,8,1
Green,3,1140000000000,1390000000000,9,4
Green,3,1140000000000,1390000000000,10,5
Green,3,1140000000000,1390000000000,11,3
Green,3,1140000000000,1390000000000,12,1
Green,3,1140000000000,1390000000000,13,4
Green,3,1140000000000,1390000000000,14,5
Green,3,1140000000000,1390000000000,15,2
Green,3,1140000000000,1390000000000,16,3
Green,3,1140000000000,1390000000000,17,1
Green,3,1140000000000,1390000000000,18,0
Green,3,1140000000000,1390000000000,19,1
Green,3,1140000000000,1390000000000,20,0
Green,3,1140000000000,1390000000000,21,4
Green,3,1140000000000,1390000000000,22,0
Green,3,1140000000000,1390000000000,23,2
Green,3,1140000000000,1390000000000,24,7
Green,3,1140000000000,1390000000000,25,3
Green,3,1140000000000,1390000000000,26,2
Green,3,1140000000000,1390000000000,27,1
Green,3,1140000000000,1390000000000,28,0
Green,3,1140000000000,1390000000000,29,1
Green,3,1140000000000,1390000000000,30,1
Green,3,1140000000000,1390000000000,31,0
Green,3,1140000000000,1390000000000,32,0
Green,3,1140000000000,1390000000000,33,0
Green,3,1140000000000,1390000000000,34,3
Green,3,1140000000000,1390000000000,35,2
Green,3,1140000000000,1390000000000,36,1
Green,3,1140000000000,1390000000000,37,1
Green,3,1140000000000,1390000000000,38,0
Green,3,1140000000000,1390000000000,39,1
Green,3,1140000000000,1390000000000,40,0
Green,3,1140000000000,1390000000000,41,0
Green,3,1140000000000,1390000000000,42,1
Green,3,1140000000000,1390000000000,43,1
Green,3,1140000000000,1390000000000,44,0
Green,3,1140000000000,1390000000000,45,1
Green,3,1140000000000,1390000000000,46,1
Green,3,1140000000000,1390000000000,47,4
Green,3,1140000000000,1390000000000,48,1
Green,3,1140000000000,1390000000000,49,1
Green,3,1140000000000,1390000000000,50,1
Green,3,1140000000000,1390000000000,51,0
Green,3,1140000000000,1390000000000,52,0
Green,3,1140000000000,1390000000000,53,0
Green,3,1140000000000,1390000000000,54,0
Green,3,1140000000000,1390000000000,55,0
Green,3,1140000000000,1390000000000,56,0
Green,3,1140000000000,1390000000000,57,0
Green,3,1140000000000,1390000000000,58,1
Green,3,1140000000000,1390000000000,59,0
Green,3,1390000000000,1680000000000,0,115
Green,3,1390000000000,1680000000000,1,16
Green,3,1390000000000,1680000000000,2,21
Green,3,1390000000000,1680000000000,3,11
Green,3,1390000000000,1680000000000,4,6
Green,3,1390000000000,1680000000000,5,8
Green,3,1390000000000,1680000000000,6,13
Green,3,1390000000000,1680000000000,7,12
Green,3,1390000000000,1680000000000,8,2
Green,3,1390000000000,1680000000000,9,2
Green,3,1390000000000,1680000000000,10,3
Green,3,1390000000000,1680000000000,11,4
Green,3,1390000000000,1680000000000,12,1
Green,3,1390000000000,1680000000000,13,4
Green,3,1390000000000,1680000000000,14,5
Green,3,1390000000000,1680000000000,15,2
Green,3,1390000000000,1680000000000,16,1
Green,3,1390000000000,1680000000000,17,1
Green,3,1390000000000,1680000000000,18,3
Green,3,1390000000000,1680000000000,19,1
Green,3,1390000000000,1680000000000,20,0
Green,3,1390000000000,1680000000000,21,2
Green,3,1390000000000,1680000000000,22,1
Green,3,1390000000000,1680000000000,23,1
Green,3,1390000000000,1680000000000,24,1
Green,3,1390000000000,1680000000000,25,2
Green,3,1390000000000,1680000000000,26,2
Green,3,1390000000000,1680000000000,27,1
Green,3,1390000000000,1680000000000,28,1
Green,3,1390000000000,1680000000000,29,1
Green,3,1390000000000,1680000000000,30,2
Green,3,1390000000000,1680000000000,31,3
Green,3,1390000000000,1680000000000,32,1
Green,3,1390000000000,1680000000000,33,1
Green,3,1390000000000,1680000000000,34,0
Green,3,1390000000000,1680000000000,35,0
Green,3,1390000000000,1680000000000,36,0
Green,3,1390000000000,1680000000000,37,2
Green,3,1390000000000,1680000000000,38,1
Green,3,1390000000000,1680000000000,39,0
Green,3,1390000000000,1680000000000,40,0
Green,3,1390000000000,1680000000000,41,0
Green,3,1390000000000,1680000000000,42,1
Green,3,1390000000000,1680000000000,43,1
Green,3,1390000000000,1680000000000,44,1
Green,3,1390000000000,1680000000000,45,0
Green,3,1390000000000,1680000000000,46,1
Green,3,1390000000000,1680000000000,47,2
Green,3,1390000000000,1680000000000,48,0
Green,3,1390000000000,1680000000000,49,0
Green,3,1390000000000,1680000000000,50,0
Green,3,1390000000000,1680000000000,51,1
Green,3,1390000000000,1680000000000,52,0
Green,3,1390000000000,1680000000000,53,0
Green,3,1390000000000,1680000000000,54,0
Green,3,1390000000000,1680000000000,55,0
Green,3,1390000000000,1680000000000,56,0
Green,3,1390000000000,1680000000000,57,0
Green,3,1390000000000,1680000000000,58,0
Green,3,1390000000000,1680000000000,59,0
Green,3,1680000000000,1920000000000,0,97
Green,3,1680000000000,1920000000000,1,10
Green,3,1680000000000,1920000000000,2,19
Green,3,1680000000000,1920000000000,3,8
Green,3,1680000000000,1920000000000,4,9
Green,3,1680000000000,1920000000000,5,10
Green,3,1680000000000,1920000000000,6,6
Green,3,1680000000000,1920000000000,7,10
Green,3,1680000000000,1920000000000,8,3
Green,3,1680000000000,1920000000000,9,2
Green,3,1680000000000,1920000000000,10,8
Green,3,1680000000000,1920000000000,11,6
Green,3,1680000000000,1920000000000,12,8
Green,3,1680000000000,1920000000000,13,2
Green,3,1680000000000,1920000000000,14,3
Green,3,1680000000000,1920000000000,15,2
Green,3,1680000000000,1920000000000,16,6
Green,3,1680000000000,1920000000000,17,4
Green,3,1680000000000,1920000000000,18,3
Green,3,1680000000000,1920000000000,19,3
Green,3,1680000000000,1920000000000,20,2
Green,3,1680000000000,1920000000000,21,4
Green,3,1680000000000,1920000000000,22,1
Green,3,1680000000000,1920000000000,23,2
Green,3,1680000000000,1920000000000,24,2
Green,3,1680000000000,1920000000000,25,1
Green,3,1680000000000,1920000000000,26,3
Green,3,1680000000000,1920000000000,27,1
Green,3,1680000000000,1920000000000,28,2
Green,3,1680000000000,1920000000000,29,4
Green,3,1680000000000,1920000000000,30,2
Green,3,1680000000000,1920000000000,31,1
Green,3,1680000000000,1920000000000,32,1
Green,3,1680000000000,1920000000000,33,1
Green,3,1680000000000,1920000000000,34,1
Green,3,1680000000000,1920000000000,35,1
Green,3,1680000000000,1920000000000,36,2
Green,3,1680000000000,1920000000000,37,0
Green,3,1680000000000,1920000000000,38,1
Green,3,1680000000000,1920000000000,39,0
Green,3,1680000000000,1920000000000,40,3
Green,3,1680000000000,1920000000000,41,1
Green,3,1680000000000,1920000000000,42,1
Green,3,1680000000000,1920000000000,43,3
Green,3,1680000000000,1920000000000,44,0
Green,3,1680000000000,1920000000000,45,0
Green,3,1680000000000,1920000000000,46,1
Green,3,1680000000000,1920000000000,47,0
Green,3,1680000000000,1920000000000,48,0
Green,3,1680000000000,1920000000000,49,0
Green,3,1680000000000,1920000000000,50,0
Green,3,1680000000000,1920000000000,51,1
Green,3,1680000000000,1920000000000,52,0
Green,3,1680000000000,1920000000000,53,0
Green,3,1680000000000,1920000000000,54,0
Green,3,1680000000000,1920000000000,55,0
Green,3,1680000000000,1920000000000,56,0
Green,3,1680000000000,1920000000000,57,0
Green,3,1680000000000,1920000000000,58,0
Green,3,1680000000000,1920000000000,59,0
Green,3,1920000000000,2090000000000,0,99
Green,3,1920000000000,2090000000000,1,9
Green,3,1920000000000,2090000000000,2,18
Green,3,1920000000000,2090000000000,3,12
Green,3,1920000000000,2090000000000,4,4
Green,3,1920000000000,2090000000000,5,9
Green,3,1920000000000,2090000000000,6,14
Green,3,1920000000000,2090000000000,7,10
Green,3,1920000000000,2090000000000,8,6
Green,3,1920000000000,2090000000000,9,3
Green,3,1920000000000,2090000000000,10,4
Green,3,1920000000000,2090000000000,11,11
Green,3,1920000000000,2090000000000,12,3
Green,3,1920000000000,2090000000000,13,1
Green,3,1920000000000,2090000000000,14,1
Green,3,1920000000000,2090000000000,15,0
Green,3,1920000000000,2090000000000,16,6
Green,3,1920000000000,2090000000000,17,2
Green,3,1920000000000,2090000000000,18,1
Green,3,1920000000000,2090000000000,19,2
Green,3,1920000000000,2090000000000,20,0
Green,3,1920000000000,2090000000000,21,7
Green,3,1920000000000,2090000000000,22,1
Green,3,1920000000000,2090000000000,23,6
Green,3,1920000000000,2090000000000,24,0
Green,3,1920000000000,2090000000000,25,1
Green,3,1920000000000,2090000000000,26,1
Green,3,1920000000000,2090000000000,27,2
Green,3,1920000000000,2090000000000,28,1
Green,3,1920000000000,2090000000000,29,3
Green,3,1920000000000,2090000000000,30,2
Green,3,1920000000000,2090000000000,31,2
Green,3,1920000000000,2090000000000,32,2
Green,3,1920000000000,2090000000000,33,0
Green,3,1920000000000,2090000000000,34,0
Green,3,1920000000000,2090000000000,35,2
Green,3,1920000000000,2090000000000,36,1
Green,3,1920000000000,2090000000000,37,1
Green,3,1920000000000,2090000000000,38,1
Green,3,1920000000000,2090000000000,39,2
Green,3,1920000000000,2090000000000,40,1
Green,3,1920000000000,2090000000000,41,0
Green,3,1920000000000,2090000000000,42,2
Green,3,1920000000000,2090000000000,43,1
Green,3,1920000000000,2090000000000,44,1
Green,3,1920000000000,2090000000000,45,1
Green,3,1920000000000,2090000000000,46,0
Green,3,1920000000000,2090000000000,47,2
Green,3,1920000000000,2090000000000,48,0
Green,3,1920000000000,2090000000000,49,0
Green,3,1920000000000,2090000000000,50,0
Green,3,1920000000000,2090000000000,51,0
Green,3,1920000000000,2090000000000,52,0
Green,3,1920000000000,2090000000000,53,0
Green,3,1920000000000,2090000000000,54,1
Green,3,1920000000000,2090000000000,55,1
Green,3,1920000000000,2090000000000,56,0
Green,3,1920000000000,2090000000000,57,0
Green,3,1920000000000,2090000000000,58,0
Green,3,1920000000000,2090000000000,59,0
Green,3,2090000000000,2280000000000,0,104
Green,3,2090000000000,2280000000000,1,13
Green,3,2090000000000,2280000000000,2,26
Green,3,2090000000000,2280000000000,3,9
Green,3,2090000000000,2280000000000,4,6
Green,3,2090000000000,2280000000000,5,4
Green,3,2090000000000,2280000000000,6,7
Green,3,2090000000000,2280000000000,7,10
Green,3,2090000000000,2280000000000,8,5
Green,3,2090000000000,2280000000000,9,2
Green,3,2090000000000,2280000000000,10,7
Green,3,2090000000000,2280000000000,11,3
Green,3,2090000000000,2280000000000,12,2
Green,3,2090000000000,2280000000000,13,2
Green,3,2090000000000,2280000000000,14,2
Green,3,2090000000000,2280000000000,15,3
Green,3,2090000000000,2280000000000,16,6
Green,3,2090000000000,2280000000000,17,1
Green,3,2090000000000,2280000000000,18,4
Green,3,2090000000000,2280000000000,19,1
Green,3,2090000000000,2280000000000,20,1
Green,3,2090000000000,2280000000000,21,4
Green,3,2090000000000,2280000000000,22,4
Green,3,2090000000000,2280000000000,23,5
Green,3,2090000000000,2280000000000,24,2
Green,3,2090000000000,2280000000000,25,3
Green,3,2090000000000,2280000000000,26,2
Green,3,2090000000000,2280000000000,27,1
Green,3,2090000000000,2280000000000,28,3
Green,3,2090000000000,2280000000000,29,1
Green,3,2090000000000,2280000000000,30,4
Green,3,2090000000000,2280000000000,31,0
Green,3,2090000000000,2280000000000,32,1
Green,3,2090000000000,2280000000000,33,2
Green,3,2090000000000,2280000000000,34,0
Green,3,2090000000000,2280000000000,35,0
Green,3,2090000000000,2280000000000,36,1
Green,3,2090000000000,2280000000000,37,1
Green,3,2090000000000,2280000000000,38,0
Green,3,2090000000000,2280000000000,39,1
Green,3,2090000000000,2280000000000,40,1
Green,3,2090000000000,2280000000000,41,2
Green,3,2090000000000,2280000000000,42,2
Green,3,2090000000000,2280000000000,43,0
Green,3,2090000000000,2280000000000,44,0
Green,3,2090000000000,2280000000000,45,1
Green,3,2090000000000,2280000000000,46,0
Green,3,2090000000000,2280000000000,47,0
Green,3,2090000000000,2280000000000,48,1
Green,3,2090000000000,2280000000000,49,1
Green,3,2090000000000,2280000000000,50,0
Green,3,2090000000000,2280000000000,51,0
Green,3,2090000000000,2280000000000,52,0
Green,3,2090000000000,2280000000000,53,0
Green,3,2090000000000,2280000000000,54,0
Green,3,2090000000000,2280000000000,55,0
