Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Blue,4,199000000000,237000000000,5,7
Blue,4,199000000000,237000000000,6,12
Blue,4,199000000000,237000000000,7,5
Blue,4,199000000000,237000000000,8,5
Blue,4,199000000000,237000000000,9,2
Blue,4,199000000000,237000000000,10,3
Blue,4,199000000000,237000000000,11,10
Blue,4,199000000000,237000000000,12,3
Blue,4,199000000000,237000000000,13,2
Blue,4,199000000000,237000000000,14,3
Blue,4,199000000000,237000000000,15,2
Blue,4,199000000000,237000000000,16,6
Blue,4,199000000000,237000000000,17,1
Blue,4,199000000000,237000000000,18,0
Blue,4,199000000000,237000000000,19,0
Blue,4,199000000000,237000000000,20,2
Blue,4,199000000000,237000000000,21,3
Blue,4,199000000000,237000000000,22,4
Blue,4,199000000000,237000000000,23,0
Blue,4,199000000000,237000000000,24,2
Blue,4,199000000000,237000000000,25,1
Blue,4,199000000000,237000000000,26,3
Blue,4,199000000000,237000000000,27,2
Blue,4,199000000000,237000000000,28,1
Blue,4,199000000000,237000000000,29,2
Blue,4,199000000000,237000000000,30,4
Blue,4,199000000000,237000000000,31,3
Blue,4,199000000000,237000000000,32,1
Blue,4,199000000000,237000000000,33,0
Blue,4,199000000000,237000000000,34,0
Blue,4,199000000000,237000000000,35,2
Blue,4,199000000000,237000000000,36,1
Blue,4,199000000000,237000000000,37,0
Blue,4,199000000000,237000000000,38,0
Blue,4,199000000000,237000000000,39,0
Blue,4,199000000000,237000000000,40,0
Blue,4,199000000000,237000000000,41,1
Blue,4,199000000000,237000000000,42,3
Blue,4,199000000000,237000000000,43,1
Blue,4,199000000000,237000000000,44,0
Blue,4,199000000000,237000000000,45,0
Blue,4,199000000000,237000000000,46,2
Blue,4,199000000000,237000000000,47,1
Blue,4,199000000000,237000000000,48,0
Blue,4,199000000000,237000000000,49,0
Blue,4,199000000000,237000000000,50,0
Blue,4,199000000000,237000000000,51,0
Blue,4,199000000000,237000000000,52,0
Blue,4,199000000000,237000000000,53,0
Blue,4,199000000000,237000000000,54,1
Blue,4,199000000000,237000000000,55,0
Blue,4,199000000000,237000000000,56,0
Blue,4,199000000000,237000000000,57,0
Blue,4,199000000000,237000000000,58,0
Blue,4,199000000000,237000000000,59,1
Blue,4,237000000000,270000000000,0,121
Blue,4,237000000000,270000000000,1,10
Blue,4,237000000000,270000000000,2,19
Blue,4,237000000000,270000000000,3,7
Blue,4,237000000000,270000000000,4,3
Blue,4,237000000000,270000000000,5,5
Blue,4,237000000000,270000000000,6,7
Blue,4,237000000000,270000000000,7,9
Blue,4,237000000000,270000000000,8,5
Blue,4,237000000000,270000000000,9,3
Blue,4,237000000000,270000000000,10,7
Blue,4,237000000000,270000000000,11,5
Blue,4,237000000000,270000000000,12,2
Blue,4,237000000000,270000000000,13,1
Blue,4,237000000000,270000000000,14,2
Blue,4,237000000000,270000000000,15,4
Blue,4,237000000000,270000000000,16,5
Blue,4,237000000000,270000000000,17,2
Blue,4,237000000000,270000000000,18,1
Blue,4,237000000000,270000000000,19,1
Blue,4,237000000000,270000000000,20,1
Blue,4,237000000000,270000000000,21,7
Blue,4,237000000000,270000000000,22,2
Blue,4,237000000000,270000000000,23,6
Blue,4,237000000000,270000000000,24,1
Blue,4,237000000000,270000000000,25,0
Blue,4,237000000000,270000000000,26,0
Blue,4,237000000000,270000000000,27,1
Blue,4,237000000000,270000000000,28,0
Blue,4,237000000000,270000000000,29,2
Blue,4,237000000000,270000000000,30,1
Blue,4,237000000000,270000000000,31,1
Blue,4,237000000000,270000000000,32,0
Blue,4,237000000000,270000000000,33,2
Blue,4,237000000000,270000000000,34,1
Blue,4,237000000000,270000000000,35,5
Blue,4,237000000000,270000000000,36,1
Blue,4,237000000000,270000000000,37,1
Blue,4,237000000000,270000000000,38,3
Blue,4,237000000000,270000000000,39,2
Blue,4,237000000000,270000000000,40,0
Blue,4,237000000000,270000000000,41,0
Blue,4,237000000000,270000000000,42,4
Blue,4,237000000000,270000000000,43,1
Blue,4,237000000000,270000000000,44,0
Blue,4,237000000000,270000000000,45,1
Blue,4,237000000000,270000000000,46,2
Blue,4,237000000000,270000000000,47,0
Blue,4,237000000000,270000000000,48,2
Blue,4,237000000000,270000000000,49,0
Blue,4,237000000000,270000000000,50,0
Blue,4,237000000000,270000000000,51,0
Blue,4,237000000000,270000000000,52,0
Blue,4,237000000000,270000000000,53,0
Blue,4,237000000000,270000000000,54,0
Blue,4,237000000000,270000000000,55,0
Blue,4,237000000000,270000000000,56,1
Blue,4,237000000000,270000000000,57,0
Blue,4,237000000000,270000000000,58,0
Blue,4,237000000000,270000000000,59,0
Blue,4,270000000000,314000000000,0,102
Blue,4,270000000000,314000000000,1,18
Blue,4,270000000000,314000000000,2,10
Blue,4,270000000000,314000000000,3,9
Blue,4,270000000000,314000000000,4,3
Blue,4,270000000000,314000000000,5,2
Blue,4,270000000000,314000000000,6,9
Blue,4,270000000000,314000000000,7,12
Blue,4,270000000000,314000000000,8,5
Blue,4,270000000000,314000000000,9,4
Blue,4,270000000000,314000000000,10,7
Blue,4,270000000000,314000000000,11,5
Blue,4,270000000000,314000000000,12,7
Blue,4,270000000000,314000000000,13,2
Blue,4,270000000000,314000000000,14,2
Blue,4,270000000000,314000000000,15,7
Blue,4,270000000000,314000000000,16,6
Blue,4,270000000000,314000000000,17,2
Blue,4,270000000000,314000000000,18,2
Blue,4,270000000000,314000000000,19,2
Blue,4,270000000000,314000000000,20,3
Blue,4,270000000000,314000000000,21,2
Blue,4,270000000000,314000000000,22,2
Blue,4,270000000000,314000000000,23,3
Blue,4,270000000000,314000000000,24,4
Blue,4,270000000000,314000000000,25,6
Blue,4,270000000000,314000000000,26,1
Blue,4,270000000000,314000000000,27,5
Blue,4,270000000000,314000000000,28,2
Blue,4,270000000000,314000000000,29,0
Blue,4,270000000000,314000000000,30,2
Blue,4,270000000000,314000000000,31,0
Blue,4,270000000000,314000000000,32,1
Blue,4,270000000000,314000000000,33,2
Blue,4,270000000000,314000000000,34,2
Blue,4,270000000000,314000000000,35,0
Blue,4,270000000000,314000000000,36,0
Blue,4,270000000000,314000000000,37,1
Blue,4,270000000000,314000000000,38,1
Blue,4,270000000000,314000000000,39,0
Blue,4,270000000000,314000000000,40,1
Blue,4,270000000000,314000000000,41,2
Blue,4,270000000000,314000000000,42,2
Blue,4,270000000000,314000000000,43,3
Blue,4,270000000000,314000000000,44,0
Blue,4,270000000000,314000000000,45,0
Blue,4,270000000000,314000000000,46,1
Blue,4,270000000000,314000000000,47,4
Blue,4,270000000000,314000000000,48,1
Blue,4,270000000000,314000000000,49,0
Blue,4,270000000000,314000000000,50,0
Blue,4,270000000000,314000000000,51,0
Blue,4,270000000000,314000000000,52,0
Blue,4,270000000000,314000000000,53,0
Blue,4,270000000000,314000000000,54,0
Blue,4,270000000000,314000000000,55,0
Blue,4,270000000000,314000000000,56,0
Blue,4,270000000000,314000000000,57,0
Blue,4,270000000000,314000000000,58,0
Blue,4,270000000000,314000000000,59,0
Blue,4,314000000000,350000000000,0,82
Blue,4,314000000000,350000000000,1,19
Blue,4,314000000000,350000000000,2,20
Blue,4,314000000000,350000000000,3,9
Blue,4,314000000000,350000000000,4,5
Blue,4,314000000000,350000000000,5,7
Blue,4,314000000000,350000000000,6,10
Blue,4,314000000000,350000000000,7,2
Blue,4,314000000000,350000000000,8,4
Blue,4,314000000000,350000000000,9,1
Blue,4,314000000000,350000000000,10,6
Blue,4,314000000000,350000000000,11,8
Blue,4,314000000000,350000000000,12,9
Blue,4,314000000000,350000000000,13,6
Blue,4,314000000000,350000000000,14,6
Blue,4,314000000000,350000000000,15,3
Blue,4,314000000000,350000000000,16,6
Blue,4,314000000000,350000000000,17,1
Blue,4,314000000000,350000000000,18,9
Blue,4,314000000000,350000000000,19,2
Blue,4,314000000000,350000000000,20,1
Blue,4,314000000000,350000000000,21,6
Blue,4,314000000000,350000000000,22,4
Blue,4,314000000000,350000000000,23,4
Blue,4,314000000000,350000000000,24,1
Blue,4,314000000000,350000000000,25,4
Blue,4,314000000000,350000000000,26,1
Blue,4,314000000000,350000000000,27,5
Blue,4,314000000000,350000000000,28,4
Blue,4,314000000000,350000000000,29,2
Blue,4,314000000000,350000000000,30,2
Blue,4,314000000000,350000000000,31,3
Blue,4,314000000000,350000000000,32,2
Blue,4,314000000000,350000000000,33,2
Blue,4,314000000000,350000000000,34,2
Blue,4,314000000000,350000000000,35,0
Blue,4,314000000000,350000000000,36,1
Blue,4,314000000000,350000000000,37,1
Blue,4,314000000000,350000000000,38,1
Blue,4,314000000000,350000000000,39,1
Blue,4,314000000000,350000000000,40,1
Blue,4,314000000000,350000000000,41,0
Blue,4,314000000000,350000000000,42,0
Blue,4,314000000000,350000000000,43,0
Blue,4,314000000000,350000000000,44,1
Blue,4,314000000000,350000000000,45,0
Blue,4,314000000000,350000000000,46,0
Blue,4,314000000000,350000000000,47,1
Blue,4,314000000000,350000000000,48,0
Blue,4,314000000000,350000000000,49,0
Blue,4,314000000000,350000000000,50,1
Blue,4,314000000000,350000000000,51,0
Blue,4,314000000000,350000000000,52,1
Blue,4,314000000000,350000000000,53,0
Blue,4,314000000000,350000000000,54,0
Blue,4,314000000000,350000000000,55,0
Blue,4,314000000000,350000000000,56,0
Blue,4,314000000000,350000000000,57,0
Blue,4,314000000000,350000000000,58,0
Blue,4,314000000000,350000000000,59,0
Blue,4,350000000000,399000000000,0,94
Blue,4,350000000000,399000000000,1,22
Blue,4,350000000000,399000000000,2,7
Blue,4,350000000000,399000000000,3,4
Blue,4,350000000000,399000000000,4,1
Blue,4,350000000000,399000000000,5,7
Blue,4,350000000000,399000000000,6,6
Blue,4,350000000000,399000000000,7,11
Blue,4,350000000000,399000000000,8,3
Blue,4,350000000000,399000000000,9,4
Blue,4,350000000000,399000000000,10,5
Blue,4,350000000000,399000000000,11,5
Blue,4,350000000000,399000000000,12,4
Blue,4,350000000000,399000000000,13,4
Blue,4,350000000000,399000000000,14,6
Blue,4,350000000000,399000000000,15,7
Blue,4,350000000000,399000000000,16,5
Blue,4,350000000000,399000000000,17,3
Blue,4,350000000000,399000000000,18,9
Blue,4,350000000000,399000000000,19,6
Blue,4,350000000000,399000000000,20,5
Blue,4,350000000000,399000000000,21,7
Blue,4,350000000000,399000000000,22,2
Blue,4,350000000000,399000000000,23,2
Blue,4,350000000000,399000000000,24,3
Blue,4,350000000000,399000000000,25,2
Blue,4,350000000000,399000000000,26,4
Blue,4,350000000000,399000000000,27,10
Blue,4,350000000000,399000000000,28,2
Blue,4,350000000000,399000000000,29,1
Blue,4,350000000000,399000000000,30,5
Blue,4,350000000000,399000000000,31,1
Blue,4,350000000000,399000000000,32,3
Blue,4,350000000000,399000000000,33,0
Blue,4,350000000000,399000000000,34,1
Blue,4,350000000000,399000000000,35,0
Blue,4,350000000000,399000000000,36,0
Blue,4,350000000000,399000000000,37,2
Blue,4,350000000000,399000000000,38,0
Blue,4,350000000000,399000000000,39,0
Blue,4,350000000000,399000000000,40,0
Blue,4,350000000000,399000000000,41,0
Blue,4,350000000000,399000000000,42,1
Blue,4,350000000000,399000000000,43,0
Blue,4,350000000000,399000000000,44,0
Blue,4,350000000000,399000000000,45,2
Blue,4,350000000000,399000000000,46,0
Blue,4,350000000000,399000000000,47,0
Blue,4,350000000000,399000000000,48,1
Blue,4,350000000000,399000000000,49,0
Blue,4,350000000000,399000000000,50,0
Blue,4,350000000000,399000000000,51,0
Blue,4,350000000000,399000000000,52,0
Blue,4,350000000000,399000000000,53,0
Blue,4,350000000000,399000000000,54,0
Blue,4,350000000000,399000000000,55,0
Blue,4,350000000000,399000000000,56,0
Blue,4,350000000000,399000000000,57,0
Blue,4,350000000000,399000000000,58,0
Blue,4,350000000000,399000000000,59,0
Blue,4,399000000000,435000000000,0,107
Blue,4,399000000000,435000000000,1,12
Blue,4,399000000000,435000000000,2,18
Blue,4,399000000000,435000000000,3,8
Blue,4,399000000000,435000000000,4,9
Blue,4,399000000000,435000000000,5,9
Blue,4,399000000000,435000000000,6,8
Blue,4,399000000000,435000000000,7,10
Blue,4,399000000000,435000000000,8,5
Blue,4,399000000000,435000000000,9,3
Blue,4,399000000000,435000000000,10,7
Blue,4,399000000000,435000000000,11,5
Blue,4,399000000000,435000000000,12,5
Blue,4,399000000000,435000000000,13,6
Blue,4,399000000000,435000000000,14,3
Blue,4,399000000000,435000000000,15,5
Blue,4,399000000000,435000000000,16,6
Blue,4,399000000000,435000000000,17,3
Blue,4,399000000000,435000000000,18,3
Blue,4,399000000000,435000000000,19,3
Blue,4,399000000000,435000000000,20,2
Blue,4,399000000000,435000000000,21,3
Blue,4,399000000000,435000000000,22,1
Blue,4,399000000000,435000000000,23,1
Blue,4,399000000000,435000000000,24,0
Blue,4,399000000000,435000000000,25,1
Blue,4,399000000000,435000000000,26,4
Blue,4,399000000000,435000000000,27,2
Blue,4,399000000000,435000000000,28,2
Blue,4,399000000000,435000000000,29,1
Blue,4,399000000000,435000000000,30,2
Blue,4,399000000000,435000000000,31,1
Blue,4,399000000000,435000000000,32,1
Blue,4,399000000000,435000000000,33,0
Blue,4,399000000000,435000000000,34,1
Blue,4,399000000000,435000000000,35,1
Blue,4,399000000000,435000000000,36,2
Blue,4,399000000000,435000000000,37,1
Blue,4,399000000000,435000000000,38,1
Blue,4,399000000000,435000000000,39,0
Blue,4,399000000000,435000000000,40,0
Blue,4,399000000000,435000000000,41,0
Blue,4,399000000000,435000000000,42,0
Blue,4,399000000000,435000000000,43,2
Blue,4,399000000000,435000000000,44,0
Blue,4,399000000000,435000000000,45,0
Blue,4,399000000000,435000000000,46,1
Blue,4,399000000000,435000000000,47,1
Blue,4,399000000000,435000000000,48,0
Blue,4,399000000000,435000000000,49,0
Blue,4,399000000000,435000000000,50,0
Blue,4,399000000000,435000000000,51,1
Blue,4,399000000000,435000000000,52,0
Blue,4,399000000000,435000000000,53,0
Blue,4,399000000000,435000000000,54,0
Blue,4,399000000000,435000000000,55,0
Blue,4,399000000000,435000000000,56,0
Blue,4,399000000000,435000000000,57,0
Blue,4,399000000000,435000000000,58,0
Blue,4,399000000000,435000000000,59,0
Blue,4,435000000000,506000000000,0,109
Blue,4,435000000000,506000000000,1,17
Blue,4,435000000000,506000000000,2,14
Blue,4,435000000000,506000000000,3,7
Blue,4,435000000000,506000000000,4,9
Blue,4,435000000000,506000000000,5,10
Blue,4,435000000000,506000000000,6,14
Blue,4,435000000000,506000000000,7,11
Blue,4,435000000000,506000000000,8,2
Blue,4,435000000000,506000000000,9,2
Blue,4,435000000000,506000000000,10,10
Blue,4,435000000000,506000000000,11,2
Blue,4,435000000000,506000000000,12,5
Blue,4,435000000000,506000000000,13,2
Blue,4,435000000000,506000000000,14,3
Blue,4,435000000000,506000000000,15,2
Blue,4,435000000000,506000000000,16,4
Blue,4,435000000000,506000000000,17,2
Blue,4,435000000000,506000000000,18,2
Blue,4,435000000000,506000000000,19,3
Blue,4,435000000000,506000000000,20,1
Blue,4,435000000000,506000000000,21,6
Blue,4,435000000000,506000000000,22,0
Blue,4,435000000000,506000000000,23,3
Blue,4,435000000000,506000000000,24,2
Blue,4,435000000000,506000000000,25,1
Blue,4,435000000000,506000000000,26,1
Blue,4,435000000000,506000000000,27,1
Blue,4,435000000000,506000000000,28,1
Blue,4,435000000000,506000000000,29,1
Blue,4,435000000000,506000000000,30,2
Blue,4,435000000000,506000000000,31,5
Blue,4,435000000000,506000000000,32,2
Blue,4,435000000000,506000000000,33,1
Blue,4,435000000000,506000000000,34,0
Blue,4,435000000000,506000000000,35,1
Blue,4,435000000000,506000000000,36,0
Blue,4,435000000000,506000000000,37,1
Blue,4,435000000000,506000000000,38,0
Blue,4,435000000000,506000000000,39,1
Blue,4,435000000000,506000000000,40,2
Blue,4,435000000000,506000000000,41,0
Blue,4,435000000000,506000000000,42,0
Blue,4,435000000000,506000000000,43,1
Blue,4,435000000000,506000000000,44,1
Blue,4,435000000000,506000000000,45,0
Blue,4,435000000000,506000000000,46,0
Blue,4,435000000000,506000000000,47,1
Blue,4,435000000000,506000000000,48,0
Blue,4,435000000000,506000000000,49,0
Blue,4,435000000000,506000000000,50,0
Blue,4,435000000000,506000000000,51,1
Blue,4,435000000000,506000000000,52,0
Blue,4,435000000000,506000000000,53,0
Blue,4,435000000000,506000000000,54,0
Blue,4,435000000000,506000000000,55,1
Blue,4,435000000000,506000000000,56,0
Blue,4,435000000000,506000000000,57,0
Blue,4,435000000000,506000000000,58,0
Blue,4,435000000000,506000000000,59,0
Blue,4,506000000000,564000000000,0,104
Blue,4,506000000000,564000000000,1,7
Blue,4,506000000000,564000000000,2,23
Blue,4,506000000000,564000000000,3,10
Blue,4,506000000000,564000000000,4,12
Blue,4,506000000000,564000000000,5,5
Blue,4,506000000000,564000000000,6,8
Blue,4,506000000000,564000000000,7,10
Blue,4,506000000000,564000000000,8,5
Blue,4,506000000000,564000000000,9,1
Blue,4,506000000000,564000000000,10,5
Blue,4,506000000000,564000000000,11,6
Blue,4,506000000000,564000000000,12,8
Blue,4,506000000000,564000000000,13,0
Blue,4,506000000000,564000000000,14,1
Blue,4,506000000000,564000000000,15,1
Blue,4,506000000000,564000000000,16,5
Blue,4,506000000000,564000000000,17,2
Blue,4,506000000000,564000000000,18,2
Blue,4,506000000000,564000000000,19,2
Blue,4,506000000000,564000000000,20,2
Blue,4,506000000000,564000000000,21,6
Blue,4,506000000000,564000000000,22,5
Blue,4,506000000000,564000000000,23,2
Blue,4,506000000000,564000000000,24,3
Blue,4,506000000000,564000000000,25,4
Blue,4,506000000000,564000000000,26,3
Blue,4,506000000000,564000000000,27,0
Blue,4,506000000000,564000000000,28,2
Blue,4,506000000000,564000000000,29,2
Blue,4,506000000000,564000000000,30,3
Blue,4,506000000000,564000000000,31,4
Blue,4,506000000000,564000000000,32,1
Blue,4,506000000000,564000000000,33,1
Blue,4,506000000000,564000000000,34,2
Blue,4,506000000000,564000000000,35,0
Blue,4,506000000000,564000000000,36,1
Blue,4,506000000000,564000000000,37,2
Blue,4,506000000000,564000000000,38,0
Blue,4,506000000000,564000000000,39,2
Blue,4,506000000000,564000000000,40,0
Blue,4,506000000000,564000000000,41,1
Blue,4,506000000000,564000000000,42,0
Blue,4,506000000000,564000000000,43,0
Blue,4,506000000000,564000000000,44,2
Blue,4,506000000000,564000000000,45,0
Blue,4,506000000000,564000000000,46,0
Blue,4,506000000000,564000000000,47,1
Blue,4,506000000000,564000000000,48,0
Blue,4,506000000000,564000000000,49,1
Blue,4,506000000000,564000000000,50,0
Blue,4,506000000000,564000000000,51,0
Blue,4,506000000000,564000000000,52,0
Blue,4,506000000000,564000000000,53,0
Blue,4,506000000000,564000000000,54,0
Blue,4,506000000000,564000000000,55,0
Blue,4,506000000000,564000000000,56,0
Blue,4,506000000000,564000000000,57,0
Blue,4,506000000000,564000000000,58,0
Blue,4,506000000000,564000000000,59,0
Blue,4,564000000000,629000000000,0,111
Blue,4,564000000000,629000000000,1,8
Blue,4,564000000000,629000000000,2,12
Blue,4,564000000000,629000000000,3,8
Blue,4,564000000000,629000000000,4,10
Blue,4,564000000000,629000000000,5,9
Blue,4,564000000000,629000000000,6,5
Blue,4,564000000000,629000000000,7,6
Blue,4,564000000000,629000000000,8,1
Blue,4,564000000000,629000000000,9,1
Blue,4,564000000000,629000000000,10,20
Blue,4,564000000000,629000000000,11,3
Blue,4,564000000000,629000000000,12,7
Blue,4,564000000000,629000000000,13,2
Blue,4,564000000000,629000000000,14,5
Blue,4,564000000000,629000000000,15,2
Blue,4,564000000000,629000000000,16,0
Blue,4,564000000000,629000000000,17,3
Blue,4,564000000000,629000000000,18,4
Blue,4,564000000000,629000000000,19,3
Blue,4,564000000000,629000000000,20,0
Blue,4,564000000000,629000000000,21,7
Blue,4,564000000000,629000000000,22,4
Blue,4,564000000000,629000000000,23,7
Blue,4,564000000000,629000000000,24,1
Blue,4,564000000000,629000000000,25,1
Blue,4,564000000000,629000000000,26,2
Blue,4,564000000000,629000000000,27,2
Blue,4,564000000000,629000000000,28,1
Blue,4,564000000000,629000000000,29,0
Blue,4,564000000000,629000000000,30,1
Blue,4,564000000000,629000000000,31,1
Blue,4,564000000000,629000000000,32,3
Blue,4,564000000000,629000000000,33,2
Blue,4,564000000000,629000000000,34,2
Blue,4,564000000000,629000000000,35,4
Blue,4,564000000000,629000000000,36,0
Blue,4,564000000000,629000000000,37,1
Blue,4,564000000000,629000000000,38,0
Blue,4,564000000000,629000000000,39,2
Blue,4,564000000000,629000000000,40,3
Blue,4,564000000000,629000000000,41,1
Blue,4,564000000000,629000000000,42,0
Blue,4,564000000000,629000000000,43,0
Blue,4,564000000000,629000000000,44,0
Blue,4,564000000000,629000000000,45,1
Blue,4,564000000000,629000000000,46,0
Blue,4,564000000000,629000000000,47,0
Blue,4,564000000000,629000000000,48,0
Blue,4,564000000000,629000000000,49,0
Blue,4,564000000000,629000000000,50,0
Blue,4,564000000000,629000000000,51,0
Blue,4,564000000000,629000000000,52,0
Blue,4,564000000000,629000000000,53,0
Blue,4,564000000000,629000000000,54,0
Blue,4,564000000000,629000000000,55,0
Blue,4,564000000000,629000000000,56,0
Blue,4,564000000000,629000000000,57,1
Blue,4,564000000000,629000000000,58,0
Blue,4,564000000000,629000000000,59,0
Blue,4,629000000000,701000000000,0,123
Blue,4,629000000000,701000000000,1,9
Blue,4,629000000000,701000000000,2,20
Blue,4,629000000000,701000000000,3,8
Blue,4,629000000000,701000000000,4,11
Blue,4,629000000000,701000000000,5,5
Blue,4,629000000000,701000000000,6,4
Blue,4,629000000000,701000000000,7,8
Blue,4,629000000000,701000000000,8,6
Blue,4,629000000000,701000000000,9,6
Blue,4,629000000000,701000000000,10,3
Blue,4,629000000000,701000000000,11,2
Blue,4,629000000000,701000000000,12,3
Blue,4,629000000000,701000000000,13,3
Blue,4,629000000000,701000000000,14,4
Blue,4,629000000000,701000000000,15,1
Blue,4,629000000000,701000000000,16,0
Blue,4,629000000000,701000000000,17,1
Blue,4,629000000000,701000000000,18,2
Blue,4,629000000000,701000000000,19,1
Blue,4,629000000000,701000000000,20,3
Blue,4,629000000000,701000000000,21,5
Blue,4,629000000000,701000000000,22,7
Blue,4,629000000000,701000000000,23,7
Blue,4,629000000000,701000000000,24,1
Blue,4,629000000000,701000000000,25,0
Blue,4,629000000000,701000000000,26,1
Blue,4,629000000000,701000000000,27,2
Blue,4,629000000000,701000000000,28,1
Blue,4,629000000000,701000000000,29,0
Blue,4,629000000000,701000000000,30,2
Blue,4,629000000000,701000000000,31,0
Blue,4,629000000000,701000000000,32,2
Blue,4,629000000000,701000000000,33,0
Blue,4,629000000000,701000000000,34,2
Blue,4,629000000000,701000000000,35,3
Blue,4,629000000000,701000000000,36,1
Blue,4,629000000000,701000000000,37,1
Blue,4,629000000000,701000000000,38,0
Blue,4,629000000000,701000000000,39,0
Blue,4,629000000000,701000000000,40,2
Blue,4,629000000000,701000000000,41,2
Blue,4,629000000000,701000000000,42,2
Blue,4,629000000000,701000000000,43,0
Blue,4,629000000000,701000000000,44,0
Blue,4,629000000000,701000000000,45,1
Blue,4,629000000000,701000000000,46,0
Blue,4,629000000000,701000000000,47,1
Blue,4,629000000000,701000000000,48,1
Blue,4,629000000000,701000000000,49,0
Blue,4,629000000000,701000000000,50,0
Blue,4,629000000000,701000000000,51,0
Blue,4,629000000000,701000000000,52,0
Blue,4,629000000000,701000000000,53,0
Blue,4,629000000000,701000000000,54,0
Blue,4,629000000000,701000000000,55,0
Blue,4,629000000000,701000000000,56,0
Blue,4,629000000000,701000000000,57,0
Blue,4,629000000000,701000000000,58,0
Blue,4,629000000000,701000000000,59,0
Blue,4,701000000000,764000000000,0,116
Blue,4,701000000000,764000000000,1,19
Blue,4,701000000000,764000000000,2,14
Blue,4,701000000000,764000000000,3,8
Blue,4,701000000000,764000000000,4,7
Blue,4,701000000000,764000000000,5,7
Blue,4,701000000000,764000000000,6,4
Blue,4,701000000000,764000000000,7,10
Blue,4,701000000000,764000000000,8,4
Blue,4,701000000000,764000000000,9,3
Blue,4,701000000000,764000000000,10,2
Blue,4,701000000000,764000000000,11,2
Blue,4,701000000000,764000000000,12,3
Blue,4,701000000000,764000000000,13,5
Blue,4,701000000000,764000000000,14,0
Blue,4,701000000000,764000000000,15,2
Blue,4,701000000000,764000000000,16,1
Blue,4,701000000000,764000000000,17,2
Blue,4,701000000000,764000000000,18,5
Blue,4,701000000000,764000000000,19,3
Blue,4,701000000000,764000000000,20,4
Blue,4,701000000000,764000000000,21,1
Blue,4,701000000000,764000000000,22,1
Blue,4,701000000000,764000000000,23,5
Blue,4,701000000000,764000000000,24,2
Blue,4,701000000000,764000000000,25,2
Blue,4,701000000000,764000000000,26,2
Blue,4,701000000000,764000000000,27,1
Blue,4,701000000000,764000000000,28,0
Blue,4,701000000000,764000000000,29,4
Blue,4,701000000000,764000000000,30,3
Blue,4,701000000000,764000000000,31,1
Blue,4,701000000000,764000000000,32,0
Blue,4,701000000000,764000000000,33,3
Blue,4,701000000000,764000000000,34,1
Blue,4,701000000000,764000000000,35,5
Blue,4,701000000000,764000000000,36,1
Blue,4,701000000000,764000000000,37,2
Blue,4,701000000000,764000000000,38,3
Blue,4,701000000000,764000000000,39,1
Blue,4,701000000000,764000000000,40,2
Blue,4,701000000000,764000000000,41,2
Blue,4,701000000000,764000000000,42,2
Blue,4,701000000000,764000000000,43,1
Blue,4,701000000000,764000000000,44,0
Blue,4,701000000000,764000000000,45,0
Blue,4,701000000000,764000000000,46,0
Blue,4,701000000000,764000000000,47,0
Blue,4,701000000000,764000000000,48,0
Blue,4,701000000000,764000000000,49,0
Blue,4,701000000000,764000000000,50,0
Blue,4,701000000000,764000000000,51,0
Blue,4,701000000000,764000000000,52,0
Blue,4,701000000000,764000000000,53,0
Blue,4,701000000000,764000000000,54,0
Blue,4,701000000000,764000000000,55,0
Blue,4,701000000000,764000000000,56,0
Blue,4,701000000000,764000000000,57,0
Blue,4,701000000000,764000000000,58,0
Blue,4,701000000000,764000000000,59,0
Blue,4,764000000000,833000000000,0,129
Blue,4,764000000000,833000000000,1,12
Blue,4,764000000000,833000000000,2,14
Blue,4,764000000000,833000000000,3,11
Blue,4,764000000000,833000000000,4,5
Blue,4,764000000000,833000000000,5,11
Blue,4,764000000000,833000000000,6,4
Blue,4,764000000000,833000000000,7,5
Blue,4,764000000000,833000000000,8,5
Blue,4,764000000000,833000000000,9,4
Blue,4,764000000000,833000000000,10,6
Blue,4,764000000000,833000000000,11,4
Blue,4,764000000000,833000000000,12,4
Blue,4,764000000000,833000000000,13,2
Blue,4,764000000000,833000000000,14,3
Blue,4,764000000000,833000000000,15,1
Blue,4,764000000000,833000000000,16,3
Blue,4,764000000000,833000000000,17,3
Blue,4,764000000000,833000000000,18,3
Blue,4,764000000000,833000000000,19,3
Blue,4,764000000000,833000000000,20,2
Blue,4,764000000000,833000000000,21,4
Blue,4,764000000000,833000000000,22,0
Blue,4,764000000000,833000000000,23,2
Blue,4,764000000000,833000000000,24,0
Blue,4,764000000000,833000000000,25,1
Blue,4,764000000000,833000000000,26,1
Blue,4,764000000000,833000000000,27,3
Blue,4,764000000000,833000000000,28,2
Blue,4,764000000000,833000000000,29,2
Blue,4,764000000000,833000000000,30,1
Blue,4,764000000000,833000000000,31,0
Blue,4,764000000000,833000000000,32,2
Blue,4,764000000000,833000000000,33,0
Blue,4,764000000000,833000000000,34,1
Blue,4,764000000000,833000000000,35,2
Blue,4,764000000000,833000000000,36,1
Blue,4,764000000000,833000000000,37,1
Blue,4,764000000000,833000000000,38,1
Blue,4,764000000000,833000000000,39,4
Blue,4,764000000000,833000000000,40,0
Blue,4,764000000000,833000000000,41,1
Blue,4,764000000000,833000000000,42,1
