line,epoch,date,time,activity,marker,sleep/wake,intervalstatus,s/wstatus,
35636,37555,10/07/2013,0:57:30,0,0,0,rest-s,nan,
35637,37556,10/07/2013,0:58:00,0,0,0,rest-s,nan,
35638,37557,10/07/2013,0:58:30,0,0,0,rest-s,nan,
35639,37558,10/07/2013,0:59:00,0,0,0,rest-s,nan,
35640,37559,10/07/2013,0:59:30,0,0,0,rest-s,nan,
35641,37560,10/07/2013,1:00:00,0,0,0,rest-s,nan,
35642,37561,10/07/2013,1:00:30,0,0,0,rest-s,nan,
35643,37562,10/07/2013,1:01:00,0,0,0,rest-s,nan,
35644,37563,10/07/2013,1:01:30,0,0,0,rest-s,nan,
35645,37564,10/07/2013,1:02:00,0,0,0,rest-s,nan,
35646,37565,10/07/2013,1:02:30,0,0,0,rest-s,nan,
35647,37566,10/07/2013,1:03:00,17,0,0,rest-s,nan,
35648,37567,10/07/2013,1:03:30,0,0,0,rest-s,nan,
35649,37568,10/07/2013,1:04:00,0,0,0,rest-s,nan,
35650,37569,10/07/2013,1:04:30,0,0,0,rest-s,nan,
35651,37570,10/07/2013,1:05:00,0,0,0,rest-s,nan,
35652,37571,10/07/2013,1:05:30,0,0,0,rest-s,nan,
35653,37572,10/07/2013,1:06:00,0,0,0,rest-s,nan,
35654,37573,10/07/2013,1:06:30,0,0,0,rest-s,nan,
35655,37574,10/07/2013,1:07:00,0,0,0,rest-s,nan,
35656,37575,10/07/2013,1:07:30,0,0,0,rest-s,nan,
35657,37576,10/07/2013,1:08:00,0,0,0,rest-s,nan,
35658,37577,10/07/2013,1:08:30,0,0,0,rest-s,nan,
35659,37578,10/07/2013,1:09:00,0,0,0,rest-s,nan,
35660,37579,10/07/2013,1:09:30,0,0,0,rest-s,nan,
35661,37580,10/07/2013,1:10:00,0,0,0,rest-s,nan,
35662,37581,10/07/2013,1:10:30,0,0,0,rest-s,nan,
35663,37582,10/07/2013,1:11:00,0,0,0,rest-s,nan,
35664,37583,10/07/2013,1:11:30,0,0,0,rest-s,nan,
35665,37584,10/07/2013,1:12:00,0,0,0,rest-s,nan,
35666,37585,10/07/2013,1:12:30,0,0,0,rest-s,nan,
35667,37586,10/07/2013,1:13:00,0,0,0,rest-s,nan,
35668,37587,10/07/2013,1:13:30,0,0,0,rest-s,nan,
35669,37588,10/07/2013,1:14:00,0,0,0,rest-s,nan,
35670,37589,10/07/2013,1:14:30,0,0,0,rest-s,nan,
35671,37590,10/07/2013,1:15:00,0,0,0,rest-s,nan,
35672,37591,10/07/2013,1:15:30,0,0,0,rest-s,nan,
35673,37592,10/07/2013,1:16:00,0,0,0,rest-s,nan,
35674,37593,10/07/2013,1:16:30,0,0,0,rest-s,nan,
35675,37594,10/07/2013,1:17:00,0,0,0,rest-s,nan,
35676,37595,10/07/2013,1:17:30,0,0,0,rest-s,nan,
35677,37596,10/07/2013,1:18:00,0,0,0,rest-s,nan,
35678,37597,10/07/2013,1:18:30,0,0,0,rest-s,nan,
35679,37598,10/07/2013,1:19:00,0,0,0,rest-s,nan,
35680,37599,10/07/2013,1:19:30,0,0,0,rest-s,nan,
35681,37600,10/07/2013,1:20:00,0,0,0,rest-s,nan,
35682,37601,10/07/2013,1:20:30,0,0,0,rest-s,nan,
35683,37602,10/07/2013,1:21:00,0,0,0,rest-s,nan,
35684,37603,10/07/2013,1:21:30,0,0,0,rest-s,nan,
35685,37604,10/07/2013,1:22:00,0,0,0,rest-s,nan,
35686,37605,10/07/2013,1:22:30,0,0,0,rest-s,nan,
35687,37606,10/07/2013,1:23:00,0,0,0,rest-s,nan,
35688,37607,10/07/2013,1:23:30,0,0,0,rest-s,nan,
35689,37608,10/07/2013,1:24:00,0,0,0,rest-s,nan,
35690,37609,10/07/2013,1:24:30,0,0,0,rest-s,nan,
35691,37610,10/07/2013,1:25:00,0,0,0,rest-s,nan,
35692,37611,10/07/2013,1:25:30,0,0,0,rest-s,nan,
35693,37612,10/07/2013,1:26:00,0,0,0,rest-s,nan,
35694,37613,10/07/2013,1:26:30,0,0,0,rest-s,nan,
35695,37614,10/07/2013,1:27:00,0,0,0,rest-s,nan,
35696,37615,10/07/2013,1:27:30,0,0,0,rest-s,nan,
35697,37616,10/07/2013,1:28:00,0,0,0,rest-s,nan,
35698,37617,10/07/2013,1:28:30,0,0,0,rest-s,nan,
35699,37618,10/07/2013,1:29:00,0,0,0,rest-s,nan,
35700,37619,10/07/2013,1:29:30,0,0,0,rest-s,nan,
35701,37620,10/07/2013,1:30:00,0,0,0,rest-s,nan,
35702,37621,10/07/2013,1:30:30,0,0,0,rest-s,nan,
35703,37622,10/07/2013,1:31:00,0,0,1,rest-s,nan,
35704,37623,10/07/2013,1:31:30,0,0,1,rest-s,nan,
35705,37624,10/07/2013,1:32:00,205,0,1,rest-s,nan,
35706,37625,10/07/2013,1:32:30,173,0,1,rest-s,nan,
35707,37626,10/07/2013,1:33:00,0,0,1,rest-s,nan,
35708,37627,10/07/2013,1:33:30,0,0,1,rest-s,nan,
35709,37628,10/07/2013,1:34:00,49,0,1,rest-s,nan,
35710,37629,10/07/2013,1:34:30,113,0,1,rest-s,nan,
35711,37630,10/07/2013,1:35:00,0,0,1,rest-s,nan,
35712,37631,10/07/2013,1:35:30,0,0,1,rest-s,nan,
35713,37632,10/07/2013,1:36:00,12,0,1,rest-s,nan,
35714,37633,10/07/2013,1:36:30,266,0,1,rest-s,nan,
35715,37634,10/07/2013,1:37:00,113,0,1,rest-s,nan,
35716,37635,10/07/2013,1:37:30,102,0,1,rest-s,nan,
35717,37636,10/07/2013,1:38:00,0,0,1,rest-s,nan,
35718,37637,10/07/2013,1:38:30,0,0,0,rest-s,nan,
35719,37638,10/07/2013,1:39:00,0,0,0,rest-s,nan,
35720,37639,10/07/2013,1:39:30,0,0,0,rest-s,nan,
35721,37640,10/07/2013,1:40:00,0,0,0,rest-s,nan,
35722,37641,10/07/2013,1:40:30,0,0,0,rest-s,nan,
35723,37642,10/07/2013,1:41:00,0,0,0,rest-s,nan,
35724,37643,10/07/2013,1:41:30,0,0,0,rest-s,nan,
35725,37644,10/07/2013,1:42:00,0,0,0,rest-s,nan,
35726,37645,10/07/2013,1:42:30,0,0,0,rest-s,nan,
35727,37646,10/07/2013,1:43:00,0,0,1,rest-s,nan,
35728,37647,10/07/2013,1:43:30,0,0,1,rest-s,nan,
35729,37648,10/07/2013,1:44:00,579,0,1,rest-s,nan,
35730,37649,10/07/2013,1:44:30,13,0,1,rest-s,nan,
35731,37650,10/07/2013,1:45:00,0,0,1,rest-s,nan,
35732,37651,10/07/2013,1:45:30,0,0,0,rest-s,nan,
35733,37652,10/07/2013,1:46:00,0,0,1,rest-s,nan,
35734,37653,10/07/2013,1:46:30,0,0,0,rest-s,nan,
35735,37654,10/07/2013,1:47:00,185,0,1,rest-s,nan,
35736,37655,10/07/2013,1:47:30,0,0,0,rest-s,nan,
35737,37656,10/07/2013,1:48:00,0,0,0,rest-s,nan,
35738,37657,10/07/2013,1:48:30,0,0,0,rest-s,nan,
35739,37658,10/07/2013,1:49:00,0,0,0,rest-s,nan,
35740,37659,10/07/2013,1:49:30,0,0,0,rest-s,nan,
35741,37660,10/07/2013,1:50:00,0,0,0,rest-s,nan,
35742,37661,10/07/2013,1:50:30,1,0,0,rest-s,nan,
35743,37662,10/07/2013,1:51:00,0,0,0,rest-s,nan,
35744,37663,10/07/2013,1:51:30,0,0,0,rest-s,nan,
35745,37664,10/07/2013,1:52:00,0,0,0,rest-s,nan,
35746,37665,10/07/2013,1:52:30,0,0,0,rest-s,nan,
35747,37666,10/07/2013,1:53:00,0,0,0,rest-s,nan,
35748,37667,10/07/2013,1:53:30,0,0,0,rest-s,nan,
35749,37668,10/07/2013,1:54:00,0,0,0,rest-s,nan,
35750,37669,10/07/2013,1:54:30,1,0,0,rest-s,nan,
35751,37670,10/07/2013,1:55:00,81,0,1,rest-s,nan,
35752,37671,10/07/2013,1:55:30,0,0,0,rest-s,nan,
35753,37672,10/07/2013,1:56:00,0,0,0,rest-s,nan,
35754,37673,10/07/2013,1:56:30,0,0,0,rest-s,nan,
35755,37674,10/07/2013,1:57:00,8,0,0,rest-s,nan,
35756,37675,10/07/2013,1:57:30,0,0,0,rest-s,nan,
35757,37676,10/07/2013,1:58:00,0,0,0,rest-s,nan,
35758,37677,10/07/2013,1:58:30,0,0,1,rest-s,nan,
35759,37678,10/07/2013,1:59:00,78,0,1,rest-s,nan,
35760,37679,10/07/2013,1:59:30,242,0,1,rest-s,nan,
35761,37680,10/07/2013,2:00:00,0,0,1,rest-s,nan,
35762,37681,10/07/2013,2:00:30,0,0,1,rest-s,nan,
35763,37682,10/07/2013,2:01:00,0,0,0,rest-s,nan,
35764,37683,10/07/2013,2:01:30,33,0,1,rest-s,nan,
35765,37684,10/07/2013,2:02:00,0,0,1,rest-s,nan,
35766,37685,10/07/2013,2:02:30,122,0,1,rest-s,nan,
35767,37686,10/07/2013,2:03:00,276,0,1,rest-s,nan,
35768,37687,10/07/2013,2:03:30,106,0,1,rest-s,nan,
35769,37688,10/07/2013,2:04:00,0,0,1,rest-s,nan,
35770,37689,10/07/2013,2:04:30,0,0,0,rest-s,nan,
35771,37690,10/07/2013,2:05:00,0,0,0,rest-s,nan,
35772,37691,10/07/2013,2:05:30,0,0,0,rest-s,nan,
35773,37692,10/07/2013,2:06:00,0,0,0,rest-s,nan,
35774,37693,10/07/2013,2:06:30,0,0,0,rest-s,nan,
35775,37694,10/07/2013,2:07:00,0,0,0,rest-s,nan,
35776,37695,10/07/2013,2:07:30,0,0,0,rest-s,nan,
35777,37696,10/07/2013,2:08:00,0,0,0,rest-s,nan,
35778,37697,10/07/2013,2:08:30,0,0,0,rest-s,nan,
35779,37698,10/07/2013,2:09:00,0,0,0,rest-s,nan,
35780,37699,10/07/2013,2:09:30,0,0,0,rest-s,nan,
35781,37700,10/07/2013,2:10:00,0,0,0,rest-s,nan,
35782,37701,10/07/2013,2:10:30,0,0,0,rest-s,nan,
35783,37702,10/07/2013,2:11:00,0,0,0,rest-s,nan,
35784,37703,10/07/2013,2:11:30,0,0,0,rest-s,nan,
35785,37704,10/07/2013,2:12:00,0,0,0,rest-s,nan,
35786,37705,10/07/2013,2:12:30,0,0,0,rest-s,nan,
35787,37706,10/07/2013,2:13:00,0,0,0,rest-s,nan,
35788,37707,10/07/2013,2:13:30,0,0,1,rest-s,nan,
35789,37708,10/07/2013,2:14:00,92,0,1,rest-s,nan,
35790,37709,10/07/2013,2:14:30,118,0,1,rest-s,nan,
35791,37710,10/07/2013,2:15:00,0,0,1,rest-s,nan,
35792,37711,10/07/2013,2:15:30,0,0,1,rest-s,nan,
35793,37712,10/07/2013,2:16:00,0,0,1,rest-s,nan,
35794,37713,10/07/2013,2:16:30,7,0,1,rest-s,nan,
35795,37714,10/07/2013,2:17:00,168,0,1,rest-s,nan,
35796,37715,10/07/2013,2:17:30,304,0,1,rest-s,nan,
35797,37716,10/07/2013,2:18:00,88,0,1,rest-s,nan,
35798,37717,10/07/2013,2:18:30,145,0,1,rest-s,nan,
35799,37718,10/07/2013,2:19:00,932,0,1,rest-s,nan,
35800,37719,10/07/2013,2:19:30,51,0,1,rest-s,nan,
35801,37720,10/07/2013,2:20:00,88,0,1,rest-s,nan,
35802,37721,10/07/2013,2:20:30,113,0,1,rest-s,nan,
35803,37722,10/07/2013,2:21:00,7,0,1,rest-s,nan,
35804,37723,10/07/2013,2:21:30,0,0,0,rest-s,nan,
35805,37724,10/07/2013,2:22:00,0,0,0,rest-s,nan,
35806,37725,10/07/2013,2:22:30,0,0,0,rest-s,nan,
35807,37726,10/07/2013,2:23:00,0,0,0,rest-s,nan,
35808,37727,10/07/2013,2:23:30,0,0,0,rest-s,nan,
35809,37728,10/07/2013,2:24:00,26,0,1,rest-s,nan,
35810,37729,10/07/2013,2:24:30,131,0,1,rest-s,nan,
35811,37730,10/07/2013,2:25:00,0,0,0,rest-s,nan,
35812,37731,10/07/2013,2:25:30,0,0,0,rest-s,nan,
35813,37732,10/07/2013,2:26:00,0,0,0,rest-s,nan,
35814,37733,10/07/2013,2:26:30,0,0,0,rest-s,nan,
35815,37734,10/07/2013,2:27:00,0,0,0,rest-s,nan,
35816,37735,10/07/2013,2:27:30,0,0,0,rest-s,nan,
35817,37736,10/07/2013,2:28:00,0,0,0,rest-s,nan,
35818,37737,10/07/2013,2:28:30,0,0,0,rest-s,nan,
35819,37738,10/07/2013,2:29:00,0,0,0,rest-s,nan,
35820,37739,10/07/2013,2:29:30,28,0,1,rest-s,nan,
35821,37740,10/07/2013,2:30:00,92,0,1,rest-s,nan,
35822,37741,10/07/2013,2:30:30,335,0,1,rest-s,nan,
35823,37742,10/07/2013,2:31:00,40,0,1,rest-s,nan,
35824,37743,10/07/2013,2:31:30,20,0,1,rest-s,nan,
35825,37744,10/07/2013,2:32:00,0,0,0,rest-s,nan,
35826,37745,10/07/2013,2:32:30,13,0,1,rest-s,nan,
35827,37746,10/07/2013,2:33:00,0,0,0,rest-s,nan,
35828,37747,10/07/2013,2:33:30,20,0,1,rest-s,nan,
35829,37748,10/07/2013,2:34:00,0,0,0,rest-s,nan,
35830,37749,10/07/2013,2:34:30,0,0,0,rest-s,nan,
35831,37750,10/07/2013,2:35:00,0,0,0,rest-s,nan,
35832,37751,10/07/2013,2:35:30,0,0,0,rest-s,nan,
35833,37752,10/07/2013,2:36:00,0,0,0,rest-s,nan,
35834,37753,10/07/2013,2:36:30,0,0,0,rest-s,nan,
35835,37754,10/07/2013,2:37:00,13,0,0,rest-s,nan,
35836,37755,10/07/2013,2:37:30,0,0,0,rest-s,nan,
35837,37756,10/07/2013,2:38:00,0,0,1,rest-s,nan,
35838,37757,10/07/2013,2:38:30,122,0,1,rest-s,nan,
35839,37758,10/07/2013,2:39:00,27,0,1,rest-s,nan,
35840,37759,10/07/2013,2:39:30,118,0,1,rest-s,nan,
35841,37760,10/07/2013,2:40:00,150,0,1,rest-s,nan,
35842,37761,10/07/2013,2:40:30,21,0,1,rest-s,nan,
35843,37762,10/07/2013,2:41:00,3,0,1,rest-s,nan,
35844,37763,10/07/2013,2:41:30,0,0,0,rest-s,nan,
35845,37764,10/07/2013,2:42:00,0,0,0,rest-s,nan,
35846,37765,10/07/2013,2:42:30,0,0,0,rest-s,nan,
35847,37766,10/07/2013,2:43:00,0,0,0,rest-s,nan,
35848,37767,10/07/2013,2:43:30,0,0,0,rest-s,nan,
35849,37768,10/07/2013,2:44:00,0,0,0,rest-s,nan,
35850,37769,10/07/2013,2:44:30,0,0,0,rest-s,nan,
35851,37770,10/07/2013,2:45:00,0,0,0,rest-s,nan,
35852,37771,10/07/2013,2:45:30,0,0,0,rest-s,nan,
35853,37772,10/07/2013,2:46:00,0,0,0,rest-s,nan,
35854,37773,10/07/2013,2:46:30,0,0,0,rest-s,nan,
35855,37774,10/07/2013,2:47:00,0,0,0,rest-s,nan,
35856,37775,10/07/2013,2:47:30,0,0,0,rest-s,nan,
35857,37776,10/07/2013,2:48:00,0,0,0,rest-s,nan,
35858,37777,10/07/2013,2:48:30,0,0,0,rest-s,nan,
35859,37778,10/07/2013,2:49:00,0,0,0,rest-s,nan,
35860,37779,10/07/2013,2:49:30,0,0,0,rest-s,nan,
35861,37780,10/07/2013,2:50:00,0,0,0,rest-s,nan,
35862,37781,10/07/2013,2:50:30,0,0,0,rest-s,nan,
35863,37782,10/07/2013,2:51:00,0,0,0,rest-s,nan,
35864,37783,10/07/2013,2:51:30,0,0,0,rest-s,nan,
35865,37784,10/07/2013,2:52:00,0,0,0,rest-s,nan,
35866,37785,10/07/2013,2:52:30,0,0,0,rest-s,nan,
35867,37786,10/07/2013,2:53:00,0,0,0,rest-s,nan,
35868,37787,10/07/2013,2:53:30,0,0,0,rest-s,nan,
35869,37788,10/07/2013,2:54:00,0,0,0,rest-s,nan,
35870,37789,10/07/2013,2:54:30,0,0,0,rest-s,nan,
35871,37790,10/07/2013,2:55:00,0,0,0,rest-s,nan,
35872,37791,10/07/2013,2:55:30,0,0,0,rest-s,nan,
35873,37792,10/07/2013,2:56:00,0,0,0,rest-s,nan,
35874,37793,10/07/2013,2:56:30,0,0,0,rest-s,nan,
35875,37794,10/07/2013,2:57:00,0,0,0,rest-s,nan,
35876,37795,10/07/2013,2:57:30,0,0,0,rest-s,nan,
35877,37796,10/07/2013,2:58:00,0,0,0,rest-s,nan,
35878,37797,10/07/2013,2:58:30,0,0,0,rest-s,nan,
35879,37798,10/07/2013,2:59:00,0,0,0,rest-s,nan,
35880,37799,10/07/2013,2:59:30,0,0,0,rest-s,nan,
35881,37800,10/07/2013,3:00:00,0,0,0,rest-s,nan,
35882,37801,10/07/2013,3:00:30,0,0,1,rest-s,nan,
35883,37802,10/07/2013,3:01:00,162,0,1,rest-s,nan,
35884,37803,10/07/2013,3:01:30,81,0,1,rest-s,nan,
35885,37804,10/07/2013,3:02:00,0,0,1,rest-s,nan,
35886,37805,10/07/2013,3:02:30,0,0,0,rest-s,nan,
35887,37806,10/07/2013,3:03:00,0,0,0,rest-s,nan,
35888,37807,10/07/2013,3:03:30,0,0,0,rest-s,nan,
35889,37808,10/07/2013,3:04:00,0,0,0,rest-s,nan,
35890,37809,10/07/2013,3:04:30,0,0,0,rest-s,nan,
35891,37810,10/07/2013,3:05:00,0,0,0,rest-s,nan,
35892,37811,10/07/2013,3:05:30,0,0,0,rest-s,nan,
35893,37812,10/07/2013,3:06:00,0,0,0,rest-s,nan,
35894,37813,10/07/2013,3:06:30,0,0,0,rest-s,nan,
35895,37814,10/07/2013,3:07:00,0,0,0,rest-s,nan,
35896,37815,10/07/2013,3:07:30,2,0,0,rest-s,nan,
35897,37816,10/07/2013,3:08:00,0,0,0,rest-s,nan,
35898,37817,10/07/2013,3:08:30,0,0,0,rest-s,nan,
35899,37818,10/07/2013,3:09:00,0,0,0,rest-s,nan,
35900,37819,10/07/2013,3:09:30,0,0,0,rest-s,nan,
35901,37820,10/07/2013,3:10:00,0,0,0,rest-s,nan,
35902,37821,10/07/2013,3:10:30,0,0,0,rest-s,nan,
35903,37822,10/07/2013,3:11:00,0,0,0,rest-s,nan,
35904,37823,10/07/2013,3:11:30,0,0,0,rest-s,nan,
35905,37824,10/07/2013,3:12:00,0,0,0,rest-s,nan,
35906,37825,10/07/2013,3:12:30,0,0,0,rest-s,nan,
35907,37826,10/07/2013,3:13:00,0,0,0,rest-s,nan,
35908,37827,10/07/2013,3:13:30,0,0,0,rest-s,nan,
35909,37828,10/07/2013,3:14:00,0,0,1,rest-s,nan,
35910,37829,10/07/2013,3:14:30,102,0,1,rest-s,nan,
35911,37830,10/07/2013,3:15:00,325,0,1,rest-s,nan,
35912,37831,10/07/2013,3:15:30,141,0,1,rest-s,nan,
35913,37832,10/07/2013,3:16:00,3,0,1,rest-s,nan,
35914,37833,10/07/2013,3:16:30,358,0,1,rest-s,nan,
35915,37834,10/07/2013,3:17:00,22,0,1,rest-s,nan,
35916,37835,10/07/2013,3:17:30,0,0,1,rest-s,nan,
35917,37836,10/07/2013,3:18:00,26,0,1,rest-s,nan,
35918,37837,10/07/2013,3:18:30,258,0,1,rest-s,nan,
35919,37838,10/07/2013,3:19:00,0,0,1,rest-s,nan,
35920,37839,10/07/2013,3:19:30,0,0,1,rest-s,nan,
35921,37840,10/07/2013,3:20:00,212,0,1,rest-s,nan,
35922,37841,10/07/2013,3:20:30,28,0,1,rest-s,nan,
35923,37842,10/07/2013,3:21:00,20,0,1,rest-s,nan,
35924,37843,10/07/2013,3:21:30,0,0,0,rest-s,nan,
35925,37844,10/07/2013,3:22:00,0,0,0,rest-s,nan,
35926,37845,10/07/2013,3:22:30,0,0,0,rest-s,nan,
35927,37846,10/07/2013,3:23:00,0,0,0,rest-s,nan,
35928,37847,10/07/2013,3:23:30,0,0,0,rest-s,nan,
35929,37848,10/07/2013,3:24:00,0,0,0,rest-s,nan,
35930,37849,10/07/2013,3:24:30,0,0,0,rest-s,nan,
35931,37850,10/07/2013,3:25:00,0,0,0,rest-s,nan,
35932,37851,10/07/2013,3:25:30,0,0,0,rest-s,nan,
35933,37852,10/07/2013,3:26:00,3,0,0,rest-s,nan,
35934,37853,10/07/2013,3:26:30,0,0,0,rest-s,nan,
35935,37854,10/07/2013,3:27:00,0,0,0,rest-s,nan,
35936,37855,10/07/2013,3:27:30,0,0,0,rest-s,nan,
35937,37856,10/07/2013,3:28:00,0,0,0,rest-s,nan,
35938,37857,10/07/2013,3:28:30,136,0,1,rest-s,nan,
35939,37858,10/07/2013,3:29:00,2,0,0,rest-s,nan,
35940,37859,10/07/2013,3:29:30,0,0,0,rest-s,nan,
35941,37860,10/07/2013,3:30:00,0,0,0,rest-s,nan,
35942,37861,10/07/2013,3:30:30,0,0,0,rest-s,nan,
35943,37862,10/07/2013,3:31:00,0,0,0,rest-s,nan,
35944,37863,10/07/2013,3:31:30,0,0,0,rest-s,nan,
35945,37864,10/07/2013,3:32:00,0,0,0,rest-s,nan,
35946,37865,10/07/2013,3:32:30,0,0,0,rest-s,nan,
35947,37866,10/07/2013,3:33:00,0,0,0,rest-s,nan,
35948,37867,10/07/2013,3:33:30,0,0,0,rest-s,nan,
35949,37868,10/07/2013,3:34:00,99,0,1,rest-s,nan,
35950,37869,10/07/2013,3:34:30,0,0,1,rest-s,nan,
35951,37870,10/07/2013,3:35:00,37,0,1,rest-s,nan,
35952,37871,10/07/2013,3:35:30,156,0,1,rest-s,nan,
35953,37872,10/07/2013,3:36:00,0,0,1,rest-s,nan,
35954,37873,10/07/2013,3:36:30,0,0,1,rest-s,nan,
35955,37874,10/07/2013,3:37:00,95,0,1,rest-s,nan,
35956,37875,10/07/2013,3:37:30,3,0,0,rest-s,nan,
35957,37876,10/07/2013,3:38:00,0,0,0,rest-s,nan,
35958,37877,10/07/2013,3:38:30,0,0,0,rest-s,nan,
35959,37878,10/07/2013,3:39:00,0,0,0,rest-s,nan,
35960,37879,10/07/2013,3:39:30,0,0,0,rest-s,nan,
35961,37880,10/07/2013,3:40:00,0,0,0,rest-s,nan,
35962,37881,10/07/2013,3:40:30,5,0,0,rest-s,nan,
35963,37882,10/07/2013,3:41:00,17,0,0,rest-s,nan,
35964,37883,10/07/2013,3:41:30,1,0,0,rest-s,nan,
35965,37884,10/07/2013,3:42:00,0,0,0,rest-s,nan,
35966,37885,10/07/2013,3:42:30,0,0,0,rest-s,nan,
35967,37886,10/07/2013,3:43:00,0,0,1,rest-s,nan,
35968,37887,10/07/2013,3:43:30,5,0,1,rest-s,nan,
35969,37888,10/07/2013,3:44:00,276,0,1,rest-s,nan,
35970,37889,10/07/2013,3:44:30,0,0,1,rest-s,nan,
35971,37890,10/07/2013,3:45:00,0,0,1,rest-s,nan,
35972,37891,10/07/2013,3:45:30,0,0,0,rest-s,nan,
35973,37892,10/07/2013,3:46:00,0,0,0,rest-s,nan,
35974,37893,10/07/2013,3:46:30,85,0,1,rest-s,nan,
35975,37894,10/07/2013,3:47:00,0,0,0,rest-s,nan,
35976,37895,10/07/2013,3:47:30,0,0,1,rest-s,nan,
35977,37896,10/07/2013,3:48:00,0,0,1,rest-s,nan,
35978,37897,10/07/2013,3:48:30,276,0,1,rest-s,nan,
35979,37898,10/07/2013,3:49:00,20,0,1,rest-s,nan,
35980,37899,10/07/2013,3:49:30,191,0,1,rest-s,nan,
35981,37900,10/07/2013,3:50:00,0,0,1,rest-s,nan,
35982,37901,10/07/2013,3:50:30,0,0,1,rest-s,nan,
35983,37902,10/07/2013,3:51:00,0,0,0,rest-s,nan,
35984,37903,10/07/2013,3:51:30,36,0,1,rest-s,nan,
35985,37904,10/07/2013,3:52:00,0,0,1,rest-s,nan,
35986,37905,10/07/2013,3:52:30,347,0,1,rest-s,nan,
35987,37906,10/07/2013,3:53:00,0,0,1,rest-s,nan,
35988,37907,10/07/2013,3:53:30,0,0,1,rest-s,nan,
35989,37908,10/07/2013,3:54:00,0,0,0,rest-s,nan,
35990,37909,10/07/2013,3:54:30,17,0,1,rest-s,nan,
35991,37910,10/07/2013,3:55:00,0,0,0,rest-s,nan,
35992,37911,10/07/2013,3:55:30,0,0,0,rest-s,nan,
35993,37912,10/07/2013,3:56:00,0,0,0,rest-s,nan,
35994,37913,10/07/2013,3:56:30,0,0,0,rest-s,nan,
35995,37914,10/07/2013,3:57:00,0,0,0,rest-s,nan,
35996,37915,10/07/2013,3:57:30,0,0,0,rest-s,nan,
35997,37916,10/07/2013,3:58:00,0,0,0,rest-s,nan,
35998,37917,10/07/2013,3:58:30,0,0,0,rest-s,nan,
35999,37918,10/07/2013,3:59:00,0,0,0,rest-s,nan,
36000,37919,10/07/2013,3:59:30,162,0,1,rest-s,nan,
36001,37920,10/07/2013,4:00:00,14,0,1,rest-s,nan,
36002,37921,10/07/2013,4:00:30,0,0,0,rest-s,nan,
36003,37922,10/07/2013,4:01:00,0,0,0,rest-s,nan,
36004,37923,10/07/2013,4:01:30,0,0,0,rest-s,nan,
36005,37924,10/07/2013,4:02:00,0,0,0,rest-s,nan,
36006,37925,10/07/2013,4:02:30,0,0,0,rest-s,nan,
36007,37926,10/07/2013,4:03:00,0,0,0,rest-s,nan,
36008,37927,10/07/2013,4:03:30,0,0,0,rest-s,nan,
36009,37928,10/07/2013,4:04:00,0,0,0,rest-s,nan,
36010,37929,10/07/2013,4:04:30,0,0,0,rest-s,nan,
36011,37930,10/07/2013,4:05:00,0,0,0,rest-s,nan,
36012,37931,10/07/2013,4:05:30,0,0,0,rest-s,nan,
36013,37932,10/07/2013,4:06:00,0,0,0,rest-s,nan,
36014,37933,10/07/2013,4:06:30,0,0,0,rest-s,nan,
36015,37934,10/07/2013,4:07:00,0,0,0,rest-s,nan,
36016,37935,10/07/2013,4:07:30,0,0,1,rest-s,nan,
36017,37936,10/07/2013,4:08:00,63,0,1,rest-s,nan,
36018,37937,10/07/2013,4:08:30,294,0,1,rest-s,nan,
36019,37938,10/07/2013,4:09:00,0,0,1,rest-s,nan,
36020,37939,10/07/2013,4:09:30,42,0,1,rest-s,nan,
36021,37940,10/07/2013,4:10:00,0,0,0,rest-s,nan,
36022,37941,10/07/2013,4:10:30,0,0,0,rest-s,nan,
36023,37942,10/07/2013,4:11:00,72,0,1,rest-s,nan,
36024,37943,10/07/2013,4:11:30,0,0,0,rest-s,nan,
36025,37944,10/07/2013,4:12:00,0,0,0,rest-s,nan,
36026,37945,10/07/2013,4:12:30,0,0,0,rest-s,nan,
36027,37946,10/07/2013,4:13:00,5,0,0,rest-s,nan,
36028,37947,10/07/2013,4:13:30,85,0,1,rest-s,nan,
36029,37948,10/07/2013,4:14:00,8,0,1,rest-s,nan,
36030,37949,10/07/2013,4:14:30,141,0,1,rest-s,nan,
36031,37950,10/07/2013,4:15:00,0,0,1,rest-s,nan,
36032,37951,10/07/2013,4:15:30,54,0,1,rest-s,nan,
36033,37952,10/07/2013,4:16:00,0,0,0,rest-s,nan,
36034,37953,10/07/2013,4:16:30,0,0,0,rest-s,nan,
36035,37954,10/07/2013,4:17:00,0,0,0,rest-s,nan,
36036,37955,10/07/2013,4:17:30,0,0,0,rest-s,nan,
36037,37956,10/07/2013,4:18:00,0,0,0,rest-s,nan,
36038,37957,10/07/2013,4:18:30,0,0,0,rest-s,nan,
36039,37958,10/07/2013,4:19:00,0,0,0,rest-s,nan,
36040,37959,10/07/2013,4:19:30,1,0,0,rest-s,nan,
36041,37960,10/07/2013,4:20:00,0,0,0,rest-s,nan,
36042,37961,10/07/2013,4:20:30,0,0,0,rest-s,nan,
36043,37962,10/07/2013,4:21:00,0,0,0,rest-s,nan,
36044,37963,10/07/2013,4:21:30,0,0,0,rest-s,nan,
36045,37964,10/07/2013,4:22:00,0,0,0,rest-s,nan,
