line,epoch,date,time,activity,marker,sleep/wake,intervalstatus,s/wstatus,
1336,3255,28/06/2013,3:07:30,0,0,0,rest-s,nan,
1337,3256,28/06/2013,3:08:00,10,0,0,rest-s,nan,
1338,3257,28/06/2013,3:08:30,0,0,0,rest-s,nan,
1339,3258,28/06/2013,3:09:00,0,0,0,rest-s,nan,
1340,3259,28/06/2013,3:09:30,19,0,0,rest-s,nan,
1341,3260,28/06/2013,3:10:00,0,0,0,rest-s,nan,
1342,3261,28/06/2013,3:10:30,0,0,0,rest-s,nan,
1343,3262,28/06/2013,3:11:00,33,0,1,rest-s,nan,
1344,3263,28/06/2013,3:11:30,7,0,0,rest-s,nan,
1345,3264,28/06/2013,3:12:00,2,0,0,rest-s,nan,
1346,3265,28/06/2013,3:12:30,0,0,0,rest-s,nan,
1347,3266,28/06/2013,3:13:00,1,0,0,rest-s,nan,
1348,3267,28/06/2013,3:13:30,0,0,0,rest-s,nan,
1349,3268,28/06/2013,3:14:00,0,0,0,rest-s,nan,
1350,3269,28/06/2013,3:14:30,0,0,0,rest-s,nan,
1351,3270,28/06/2013,3:15:00,0,0,0,rest-s,nan,
1352,3271,28/06/2013,3:15:30,2,0,0,rest-s,nan,
1353,3272,28/06/2013,3:16:00,0,0,0,rest-s,nan,
1354,3273,28/06/2013,3:16:30,0,0,0,rest-s,nan,
1355,3274,28/06/2013,3:17:00,0,0,0,rest-s,nan,
1356,3275,28/06/2013,3:17:30,14,0,0,rest-s,nan,
1357,3276,28/06/2013,3:18:00,0,0,0,rest-s,nan,
1358,3277,28/06/2013,3:18:30,0,0,0,rest-s,nan,
1359,3278,28/06/2013,3:19:00,0,0,0,rest-s,nan,
1360,3279,28/06/2013,3:19:30,0,0,1,rest-s,nan,
1361,3280,28/06/2013,3:20:00,179,0,1,rest-s,nan,
1362,3281,28/06/2013,3:20:30,37,0,1,rest-s,nan,
1363,3282,28/06/2013,3:21:00,0,0,1,rest-s,nan,
1364,3283,28/06/2013,3:21:30,81,0,1,rest-s,nan,
1365,3284,28/06/2013,3:22:00,24,0,1,rest-s,nan,
1366,3285,28/06/2013,3:22:30,74,0,1,rest-s,nan,
1367,3286,28/06/2013,3:23:00,0,0,1,rest-s,nan,
1368,3287,28/06/2013,3:23:30,136,0,1,rest-s,nan,
1369,3288,28/06/2013,3:24:00,226,0,1,rest-s,nan,
1370,3289,28/06/2013,3:24:30,173,0,1,rest-s,nan,
1371,3290,28/06/2013,3:25:00,7,0,1,rest-s,nan,
1372,3291,28/06/2013,3:25:30,0,0,1,rest-s,nan,
1373,3292,28/06/2013,3:26:00,0,0,0,rest-s,nan,
1374,3293,28/06/2013,3:26:30,0,0,0,rest-s,nan,
1375,3294,28/06/2013,3:27:00,0,0,0,rest-s,nan,
1376,3295,28/06/2013,3:27:30,0,0,0,rest-s,nan,
1377,3296,28/06/2013,3:28:00,0,0,0,rest-s,nan,
1378,3297,28/06/2013,3:28:30,0,0,0,rest-s,nan,
1379,3298,28/06/2013,3:29:00,0,0,0,rest-s,nan,
1380,3299,28/06/2013,3:29:30,0,0,0,rest-s,nan,
1381,3300,28/06/2013,3:30:00,0,0,0,rest-s,nan,
1382,3301,28/06/2013,3:30:30,0,0,0,rest-s,nan,
1383,3302,28/06/2013,3:31:00,0,0,0,rest-s,nan,
1384,3303,28/06/2013,3:31:30,0,0,0,rest-s,nan,
1385,3304,28/06/2013,3:32:00,0,0,0,rest-s,nan,
1386,3305,28/06/2013,3:32:30,0,0,0,rest-s,nan,
1387,3306,28/06/2013,3:33:00,0,0,0,rest-s,nan,
1388,3307,28/06/2013,3:33:30,0,0,0,rest-s,nan,
1389,3308,28/06/2013,3:34:00,0,0,0,rest-s,nan,
1390,3309,28/06/2013,3:34:30,0,0,0,rest-s,nan,
1391,3310,28/06/2013,3:35:00,0,0,0,rest-s,nan,
1392,3311,28/06/2013,3:35:30,0,0,0,rest-s,nan,
1393,3312,28/06/2013,3:36:00,0,0,0,rest-s,nan,
1394,3313,28/06/2013,3:36:30,0,0,0,rest-s,nan,
1395,3314,28/06/2013,3:37:00,0,0,0,rest-s,nan,
1396,3315,28/06/2013,3:37:30,0,0,0,rest-s,nan,
1397,3316,28/06/2013,3:38:00,0,0,0,rest-s,nan,
1398,3317,28/06/2013,3:38:30,0,0,0,rest-s,nan,
1399,3318,28/06/2013,3:39:00,0,0,0,rest-s,nan,
1400,3319,28/06/2013,3:39:30,0,0,0,rest-s,nan,
1401,3320,28/06/2013,3:40:00,0,0,1,rest-s,nan,
1402,3321,28/06/2013,3:40:30,74,0,1,rest-s,nan,
1403,3322,28/06/2013,3:41:00,150,0,1,rest-s,nan,
1404,3323,28/06/2013,3:41:30,0,0,1,rest-s,nan,
1405,3324,28/06/2013,3:42:00,0,0,0,rest-s,nan,
1406,3325,28/06/2013,3:42:30,0,0,0,rest-s,nan,
1407,3326,28/06/2013,3:43:00,0,0,0,rest-s,nan,
1408,3327,28/06/2013,3:43:30,0,0,0,rest-s,nan,
1409,3328,28/06/2013,3:44:00,0,0,0,rest-s,nan,
1410,3329,28/06/2013,3:44:30,0,0,0,rest-s,nan,
1411,3330,28/06/2013,3:45:00,0,0,0,rest-s,nan,
1412,3331,28/06/2013,3:45:30,0,0,0,rest-s,nan,
1413,3332,28/06/2013,3:46:00,0,0,0,rest-s,nan,
1414,3333,28/06/2013,3:46:30,0,0,0,rest-s,nan,
1415,3334,28/06/2013,3:47:00,0,0,0,rest-s,nan,
1416,3335,28/06/2013,3:47:30,0,0,0,rest-s,nan,
1417,3336,28/06/2013,3:48:00,0,0,0,rest-s,nan,
1418,3337,28/06/2013,3:48:30,0,0,0,rest-s,nan,
1419,3338,28/06/2013,3:49:00,0,0,0,rest-s,nan,
1420,3339,28/06/2013,3:49:30,0,0,0,rest-s,nan,
1421,3340,28/06/2013,3:50:00,0,0,0,rest-s,nan,
1422,3341,28/06/2013,3:50:30,0,0,0,rest-s,nan,
1423,3342,28/06/2013,3:51:00,0,0,0,rest-s,nan,
1424,3343,28/06/2013,3:51:30,0,0,0,rest-s,nan,
1425,3344,28/06/2013,3:52:00,0,0,0,rest-s,nan,
1426,3345,28/06/2013,3:52:30,0,0,0,rest-s,nan,
1427,3346,28/06/2013,3:53:00,0,0,0,rest-s,nan,
1428,3347,28/06/2013,3:53:30,0,0,0,rest-s,nan,
1429,3348,28/06/2013,3:54:00,0,0,0,rest-s,nan,
1430,3349,28/06/2013,3:54:30,0,0,0,rest-s,nan,
1431,3350,28/06/2013,3:55:00,0,0,0,rest-s,nan,
1432,3351,28/06/2013,3:55:30,0,0,0,rest-s,nan,
1433,3352,28/06/2013,3:56:00,0,0,0,rest-s,nan,
1434,3353,28/06/2013,3:56:30,0,0,0,rest-s,nan,
1435,3354,28/06/2013,3:57:00,0,0,0,rest-s,nan,
1436,3355,28/06/2013,3:57:30,0,0,0,rest-s,nan,
1437,3356,28/06/2013,3:58:00,0,0,0,rest-s,nan,
1438,3357,28/06/2013,3:58:30,0,0,0,rest-s,nan,
1439,3358,28/06/2013,3:59:00,0,0,0,rest-s,nan,
1440,3359,28/06/2013,3:59:30,0,0,0,rest-s,nan,
1441,3360,28/06/2013,4:00:00,0,0,0,rest-s,nan,
1442,3361,28/06/2013,4:00:30,0,0,0,rest-s,nan,
1443,3362,28/06/2013,4:01:00,0,0,0,rest-s,nan,
1444,3363,28/06/2013,4:01:30,0,0,0,rest-s,nan,
1445,3364,28/06/2013,4:02:00,0,0,0,rest-s,nan,
1446,3365,28/06/2013,4:02:30,0,0,0,rest-s,nan,
1447,3366,28/06/2013,4:03:00,0,0,0,rest-s,nan,
1448,3367,28/06/2013,4:03:30,0,0,0,rest-s,nan,
1449,3368,28/06/2013,4:04:00,0,0,0,rest-s,nan,
1450,3369,28/06/2013,4:04:30,0,0,0,rest-s,nan,
1451,3370,28/06/2013,4:05:00,0,0,0,rest-s,nan,
1452,3371,28/06/2013,4:05:30,0,0,0,rest-s,nan,
1453,3372,28/06/2013,4:06:00,0,0,0,rest-s,nan,
1454,3373,28/06/2013,4:06:30,0,0,0,rest-s,nan,
1455,3374,28/06/2013,4:07:00,0,0,0,rest-s,nan,
1456,3375,28/06/2013,4:07:30,0,0,0,rest-s,nan,
1457,3376,28/06/2013,4:08:00,0,0,0,rest-s,nan,
1458,3377,28/06/2013,4:08:30,0,0,0,rest-s,nan,
1459,3378,28/06/2013,4:09:00,0,0,0,rest-s,nan,
1460,3379,28/06/2013,4:09:30,0,0,0,rest-s,nan,
1461,3380,28/06/2013,4:10:00,0,0,0,rest-s,nan,
1462,3381,28/06/2013,4:10:30,0,0,0,rest-s,nan,
1463,3382,28/06/2013,4:11:00,0,0,0,rest-s,nan,
1464,3383,28/06/2013,4:11:30,0,0,0,rest-s,nan,
1465,3384,28/06/2013,4:12:00,0,0,0,rest-s,nan,
1466,3385,28/06/2013,4:12:30,0,0,0,rest-s,nan,
1467,3386,28/06/2013,4:13:00,0,0,0,rest-s,nan,
1468,3387,28/06/2013,4:13:30,0,0,0,rest-s,nan,
1469,3388,28/06/2013,4:14:00,0,0,0,rest-s,nan,
1470,3389,28/06/2013,4:14:30,0,0,0,rest-s,nan,
1471,3390,28/06/2013,4:15:00,0,0,0,rest-s,nan,
1472,3391,28/06/2013,4:15:30,0,0,0,rest-s,nan,
1473,3392,28/06/2013,4:16:00,0,0,0,rest-s,nan,
1474,3393,28/06/2013,4:16:30,0,0,0,rest-s,nan,
1475,3394,28/06/2013,4:17:00,0,0,0,rest-s,nan,
1476,3395,28/06/2013,4:17:30,0,0,0,rest-s,nan,
1477,3396,28/06/2013,4:18:00,0,0,0,rest-s,nan,
1478,3397,28/06/2013,4:18:30,0,0,0,rest-s,nan,
1479,3398,28/06/2013,4:19:00,0,0,0,rest-s,nan,
1480,3399,28/06/2013,4:19:30,0,0,0,rest-s,nan,
1481,3400,28/06/2013,4:20:00,0,0,0,rest-s,nan,
1482,3401,28/06/2013,4:20:30,0,0,0,rest-s,nan,
1483,3402,28/06/2013,4:21:00,0,0,0,rest-s,nan,
1484,3403,28/06/2013,4:21:30,0,0,0,rest-s,nan,
1485,3404,28/06/2013,4:22:00,0,0,0,rest-s,nan,
1486,3405,28/06/2013,4:22:30,0,0,0,rest-s,nan,
1487,3406,28/06/2013,4:23:00,0,0,0,rest-s,nan,
1488,3407,28/06/2013,4:23:30,0,0,0,rest-s,nan,
1489,3408,28/06/2013,4:24:00,0,0,0,rest-s,nan,
1490,3409,28/06/2013,4:24:30,0,0,0,rest-s,nan,
1491,3410,28/06/2013,4:25:00,0,0,0,rest-s,nan,
1492,3411,28/06/2013,4:25:30,0,0,0,rest-s,nan,
1493,3412,28/06/2013,4:26:00,0,0,0,rest-s,nan,
1494,3413,28/06/2013,4:26:30,0,0,1,rest-s,nan,
1495,3414,28/06/2013,4:27:00,3,0,1,rest-s,nan,
1496,3415,28/06/2013,4:27:30,370,0,1,rest-s,nan,
1497,3416,28/06/2013,4:28:00,28,0,1,rest-s,nan,
1498,3417,28/06/2013,4:28:30,1,0,1,rest-s,nan,
1499,3418,28/06/2013,4:29:00,33,0,1,rest-s,nan,
1500,3419,28/06/2013,4:29:30,0,0,0,rest-s,nan,
1501,3420,28/06/2013,4:30:00,65,0,1,rest-s,nan,
1502,3421,28/06/2013,4:30:30,0,0,0,rest-s,nan,
1503,3422,28/06/2013,4:31:00,0,0,0,rest-s,nan,
1504,3423,28/06/2013,4:31:30,0,0,0,rest-s,nan,
1505,3424,28/06/2013,4:32:00,0,0,0,rest-s,nan,
1506,3425,28/06/2013,4:32:30,0,0,0,rest-s,nan,
1507,3426,28/06/2013,4:33:00,0,0,1,rest-s,nan,
1508,3427,28/06/2013,4:33:30,70,0,1,rest-s,nan,
1509,3428,28/06/2013,4:34:00,294,0,1,rest-s,nan,
1510,3429,28/06/2013,4:34:30,9,0,1,rest-s,nan,
1511,3430,28/06/2013,4:35:00,0,0,1,rest-s,nan,
1512,3431,28/06/2013,4:35:30,16,0,1,rest-s,nan,
1513,3432,28/06/2013,4:36:00,0,0,0,rest-s,nan,
1514,3433,28/06/2013,4:36:30,1,0,0,rest-s,nan,
1515,3434,28/06/2013,4:37:00,27,0,1,rest-s,nan,
1516,3435,28/06/2013,4:37:30,0,0,0,rest-s,nan,
1517,3436,28/06/2013,4:38:00,0,0,0,rest-s,nan,
1518,3437,28/06/2013,4:38:30,0,0,0,rest-s,nan,
1519,3438,28/06/2013,4:39:00,0,0,0,rest-s,nan,
1520,3439,28/06/2013,4:39:30,0,0,0,rest-s,nan,
1521,3440,28/06/2013,4:40:00,78,0,1,rest-s,nan,
1522,3441,28/06/2013,4:40:30,0,0,0,rest-s,nan,
1523,3442,28/06/2013,4:41:00,0,0,0,rest-s,nan,
1524,3443,28/06/2013,4:41:30,42,0,1,rest-s,nan,
1525,3444,28/06/2013,4:42:00,0,0,0,rest-s,nan,
1526,3445,28/06/2013,4:42:30,7,0,1,rest-s,nan,
1527,3446,28/06/2013,4:43:00,54,0,1,rest-s,nan,
1528,3447,28/06/2013,4:43:30,99,0,1,rest-s,nan,
1529,3448,28/06/2013,4:44:00,9,0,1,rest-s,nan,
1530,3449,28/06/2013,4:44:30,1,0,0,rest-s,nan,
1531,3450,28/06/2013,4:45:00,5,0,0,rest-s,nan,
1532,3451,28/06/2013,4:45:30,0,0,0,rest-s,nan,
1533,3452,28/06/2013,4:46:00,1,0,0,rest-s,nan,
1534,3453,28/06/2013,4:46:30,0,0,0,rest-s,nan,
1535,3454,28/06/2013,4:47:00,0,0,0,rest-s,nan,
1536,3455,28/06/2013,4:47:30,0,0,0,rest-s,nan,
1537,3456,28/06/2013,4:48:00,0,0,0,rest-s,nan,
1538,3457,28/06/2013,4:48:30,0,0,0,rest-s,nan,
1539,3458,28/06/2013,4:49:00,0,0,0,rest-s,nan,
1540,3459,28/06/2013,4:49:30,0,0,0,rest-s,nan,
1541,3460,28/06/2013,4:50:00,0,0,0,rest-s,nan,
1542,3461,28/06/2013,4:50:30,0,0,0,rest-s,nan,
1543,3462,28/06/2013,4:51:00,0,0,0,rest-s,nan,
1544,3463,28/06/2013,4:51:30,0,0,0,rest-s,nan,
1545,3464,28/06/2013,4:52:00,0,0,0,rest-s,nan,
1546,3465,28/06/2013,4:52:30,0,0,0,rest-s,nan,
1547,3466,28/06/2013,4:53:00,0,0,0,rest-s,nan,
1548,3467,28/06/2013,4:53:30,0,0,0,rest-s,nan,
1549,3468,28/06/2013,4:54:00,102,0,1,rest-s,nan,
1550,3469,28/06/2013,4:54:30,0,0,0,rest-s,nan,
1551,3470,28/06/2013,4:55:00,0,0,1,rest-s,nan,
1552,3471,28/06/2013,4:55:30,0,0,0,rest-s,nan,
1553,3472,28/06/2013,4:56:00,118,0,1,rest-s,nan,
1554,3473,28/06/2013,4:56:30,0,0,1,rest-s,nan,
1555,3474,28/06/2013,4:57:00,127,0,1,rest-s,nan,
1556,3475,28/06/2013,4:57:30,0,0,0,rest-s,nan,
1557,3476,28/06/2013,4:58:00,0,0,0,rest-s,nan,
1558,3477,28/06/2013,4:58:30,0,0,0,rest-s,nan,
1559,3478,28/06/2013,4:59:00,0,0,0,rest-s,nan,
1560,3479,28/06/2013,4:59:30,0,0,0,rest-s,nan,
1561,3480,28/06/2013,5:00:00,0,0,0,rest-s,nan,
1562,3481,28/06/2013,5:00:30,0,0,0,rest-s,nan,
1563,3482,28/06/2013,5:01:00,8,0,0,rest-s,nan,
1564,3483,28/06/2013,5:01:30,0,0,0,rest-s,nan,
1565,3484,28/06/2013,5:02:00,0,0,0,rest-s,nan,
1566,3485,28/06/2013,5:02:30,0,0,0,rest-s,nan,
1567,3486,28/06/2013,5:03:00,0,0,0,rest-s,nan,
1568,3487,28/06/2013,5:03:30,0,0,0,rest-s,nan,
1569,3488,28/06/2013,5:04:00,0,0,0,rest-s,nan,
1570,3489,28/06/2013,5:04:30,0,0,0,rest-s,nan,
1571,3490,28/06/2013,5:05:00,78,0,1,rest-s,nan,
1572,3491,28/06/2013,5:05:30,0,0,0,rest-s,nan,
1573,3492,28/06/2013,5:06:00,0,0,0,rest-s,nan,
1574,3493,28/06/2013,5:06:30,1,0,0,rest-s,nan,
1575,3494,28/06/2013,5:07:00,0,0,0,rest-s,nan,
1576,3495,28/06/2013,5:07:30,0,0,0,rest-s,nan,
1577,3496,28/06/2013,5:08:00,34,0,1,rest-s,nan,
1578,3497,28/06/2013,5:08:30,42,0,1,rest-s,nan,
1579,3498,28/06/2013,5:09:00,0,0,0,rest-s,nan,
1580,3499,28/06/2013,5:09:30,0,0,1,rest-s,nan,
1581,3500,28/06/2013,5:10:00,0,0,0,rest-s,nan,
1582,3501,28/06/2013,5:10:30,168,0,1,rest-s,nan,
1583,3502,28/06/2013,5:11:00,0,0,0,rest-s,nan,
1584,3503,28/06/2013,5:11:30,3,0,0,rest-s,nan,
1585,3504,28/06/2013,5:12:00,0,0,0,rest-s,nan,
1586,3505,28/06/2013,5:12:30,0,0,0,rest-s,nan,
1587,3506,28/06/2013,5:13:00,0,0,0,rest-s,nan,
1588,3507,28/06/2013,5:13:30,0,0,0,rest-s,nan,
1589,3508,28/06/2013,5:14:00,0,0,0,rest-s,nan,
1590,3509,28/06/2013,5:14:30,0,0,0,rest-s,nan,
1591,3510,28/06/2013,5:15:00,16,0,0,rest-s,nan,
1592,3511,28/06/2013,5:15:30,0,0,0,rest-s,nan,
1593,3512,28/06/2013,5:16:00,24,0,1,rest-s,nan,
1594,3513,28/06/2013,5:16:30,2,0,0,rest-s,nan,
1595,3514,28/06/2013,5:17:00,0,0,0,rest-s,nan,
1596,3515,28/06/2013,5:17:30,0,0,0,rest-s,nan,
1597,3516,28/06/2013,5:18:00,0,0,0,rest-s,nan,
1598,3517,28/06/2013,5:18:30,0,0,1,rest-s,nan,
1599,3518,28/06/2013,5:19:00,0,0,1,rest-s,nan,
1600,3519,28/06/2013,5:19:30,234,0,1,rest-s,nan,
1601,3520,28/06/2013,5:20:00,30,0,1,rest-s,nan,
1602,3521,28/06/2013,5:20:30,266,0,1,rest-s,nan,
1603,3522,28/06/2013,5:21:00,579,0,1,rest-s,nan,
1604,3523,28/06/2013,5:21:30,0,0,1,rest-s,nan,
1605,3524,28/06/2013,5:22:00,141,0,1,rest-s,nan,
1606,3525,28/06/2013,5:22:30,0,0,1,rest-s,nan,
1607,3526,28/06/2013,5:23:00,0,0,1,rest-s,nan,
1608,3527,28/06/2013,5:23:30,0,0,0,rest-s,nan,
1609,3528,28/06/2013,5:24:00,0,0,0,rest-s,nan,
1610,3529,28/06/2013,5:24:30,0,0,0,rest-s,nan,
1611,3530,28/06/2013,5:25:00,0,0,0,rest-s,nan,
1612,3531,28/06/2013,5:25:30,0,0,0,rest-s,nan,
1613,3532,28/06/2013,5:26:00,0,0,0,rest-s,nan,
1614,3533,28/06/2013,5:26:30,0,0,0,rest-s,nan,
1615,3534,28/06/2013,5:27:00,0,0,0,rest-s,nan,
1616,3535,28/06/2013,5:27:30,0,0,0,rest-s,nan,
1617,3536,28/06/2013,5:28:00,0,0,0,rest-s,nan,
1618,3537,28/06/2013,5:28:30,0,0,0,rest-s,nan,
1619,3538,28/06/2013,5:29:00,0,0,0,rest-s,nan,
1620,3539,28/06/2013,5:29:30,0,0,0,rest-s,nan,
1621,3540,28/06/2013,5:30:00,0,0,0,rest-s,nan,
1622,3541,28/06/2013,5:30:30,0,0,0,rest-s,nan,
1623,3542,28/06/2013,5:31:00,0,0,0,rest-s,nan,
1624,3543,28/06/2013,5:31:30,0,0,0,rest-s,nan,
1625,3544,28/06/2013,5:32:00,0,0,0,rest-s,nan,
1626,3545,28/06/2013,5:32:30,0,0,0,rest-s,nan,
1627,3546,28/06/2013,5:33:00,0,0,0,rest-s,nan,
1628,3547,28/06/2013,5:33:30,1,0,0,rest-s,nan,
1629,3548,28/06/2013,5:34:00,0,0,0,rest-s,nan,
1630,3549,28/06/2013,5:34:30,0,0,0,rest-s,nan,
1631,3550,28/06/2013,5:35:00,0,0,0,rest-s,nan,
1632,3551,28/06/2013,5:35:30,0,0,0,rest-s,nan,
1633,3552,28/06/2013,5:36:00,0,0,0,rest-s,nan,
1634,3553,28/06/2013,5:36:30,0,0,0,rest-s,nan,
1635,3554,28/06/2013,5:37:00,0,0,0,rest-s,nan,
1636,3555,28/06/2013,5:37:30,0,0,0,rest-s,nan,
1637,3556,28/06/2013,5:38:00,0,0,0,rest-s,nan,
1638,3557,28/06/2013,5:38:30,0,0,0,rest-s,nan,
1639,3558,28/06/2013,5:39:00,0,0,0,rest-s,nan,
1640,3559,28/06/2013,5:39:30,0,0,0,rest-s,nan,
1641,3560,28/06/2013,5:40:00,0,0,0,rest-s,nan,
1642,3561,28/06/2013,5:40:30,162,0,1,rest-s,nan,
1643,3562,28/06/2013,5:41:00,0,0,0,rest-s,nan,
1644,3563,28/06/2013,5:41:30,0,0,0,rest-s,nan,
1645,3564,28/06/2013,5:42:00,0,0,0,rest-s,nan,
1646,3565,28/06/2013,5:42:30,0,0,0,rest-s,nan,
1647,3566,28/06/2013,5:43:00,0,0,0,rest-s,nan,
1648,3567,28/06/2013,5:43:30,0,0,0,rest-s,nan,
1649,3568,28/06/2013,5:44:00,0,0,0,rest-s,nan,
1650,3569,28/06/2013,5:44:30,0,0,0,rest-s,nan,
1651,3570,28/06/2013,5:45:00,0,0,0,rest-s,nan,
1652,3571,28/06/2013,5:45:30,0,0,0,rest-s,nan,
1653,3572,28/06/2013,5:46:00,0,0,0,rest-s,nan,
1654,3573,28/06/2013,5:46:30,0,0,0,rest-s,nan,
1655,3574,28/06/2013,5:47:00,0,0,0,rest-s,nan,
1656,3575,28/06/2013,5:47:30,0,0,0,rest-s,nan,
1657,3576,28/06/2013,5:48:00,0,0,0,rest-s,nan,
1658,3577,28/06/2013,5:48:30,0,0,0,rest-s,nan,
1659,3578,28/06/2013,5:49:00,0,0,0,rest-s,nan,
1660,3579,28/06/2013,5:49:30,0,0,0,rest-s,nan,
1661,3580,28/06/2013,5:50:00,0,0,0,rest-s,nan,
1662,3581,28/06/2013,5:50:30,0,0,0,rest-s,nan,
1663,3582,28/06/2013,5:51:00,136,0,1,rest-s,nan,
1664,3583,28/06/2013,5:51:30,13,0,1,rest-s,nan,
1665,3584,28/06/2013,5:52:00,0,0,0,rest-s,nan,
1666,3585,28/06/2013,5:52:30,0,0,0,rest-s,nan,
1667,3586,28/06/2013,5:53:00,0,0,0,rest-s,nan,
1668,3587,28/06/2013,5:53:30,0,0,0,rest-s,nan,
1669,3588,28/06/2013,5:54:00,0,0,0,rest-s,nan,
1670,3589,28/06/2013,5:54:30,0,0,0,rest-s,nan,
1671,3590,28/06/2013,5:55:00,0,0,0,rest-s,nan,
1672,3591,28/06/2013,5:55:30,0,0,0,rest-s,nan,
1673,3592,28/06/2013,5:56:00,0,0,0,rest-s,nan,
1674,3593,28/06/2013,5:56:30,0,0,0,rest-s,nan,
1675,3594,28/06/2013,5:57:00,0,0,0,rest-s,nan,
1676,3595,28/06/2013,5:57:30,0,0,0,rest-s,nan,
1677,3596,28/06/2013,5:58:00,0,0,0,rest-s,nan,
1678,3597,28/06/2013,5:58:30,0,0,0,rest-s,nan,
1679,3598,28/06/2013,5:59:00,109,0,1,rest-s,nan,
1680,3599,28/06/2013,5:59:30,0,0,0,rest-s,nan,
1681,3600,28/06/2013,6:00:00,0,0,0,rest-s,nan,
1682,3601,28/06/2013,6:00:30,0,0,0,rest-s,nan,
1683,3602,28/06/2013,6:01:00,0,0,0,rest-s,nan,
1684,3603,28/06/2013,6:01:30,0,0,0,rest-s,nan,
1685,3604,28/06/2013,6:02:00,0,0,0,rest-s,nan,
1686,3605,28/06/2013,6:02:30,0,0,0,rest-s,nan,
1687,3606,28/06/2013,6:03:00,0,0,0,rest-s,nan,
1688,3607,28/06/2013,6:03:30,0,0,0,rest-s,nan,
1689,3608,28/06/2013,6:04:00,0,0,0,rest-s,nan,
1690,3609,28/06/2013,6:04:30,0,0,0,rest-s,nan,
1691,3610,28/06/2013,6:05:00,0,0,0,rest-s,nan,
1692,3611,28/06/2013,6:05:30,0,0,0,rest-s,nan,
1693,3612,28/06/2013,6:06:00,0,0,1,rest-s,nan,
1694,3613,28/06/2013,6:06:30,23,0,1,rest-s,nan,
1695,3614,28/06/2013,6:07:00,198,0,1,rest-s,nan,
1696,3615,28/06/2013,6:07:30,0,0,1,rest-s,nan,
1697,3616,28/06/2013,6:08:00,61,0,1,rest-s,nan,
1698,3617,28/06/2013,6:08:30,0,0,0,rest-s,nan,
1699,3618,28/06/2013,6:09:00,0,0,0,rest-s,nan,
1700,3619,28/06/2013,6:09:30,0,0,0,rest-s,nan,
1701,3620,28/06/2013,6:10:00,0,0,0,rest-s,nan,
1702,3621,28/06/2013,6:10:30,0,0,0,rest-s,nan,
1703,3622,28/06/2013,6:11:00,0,0,0,rest-s,nan,
1704,3623,28/06/2013,6:11:30,0,0,0,rest-s,nan,
1705,3624,28/06/2013,6:12:00,0,0,0,rest-s,nan,
1706,3625,28/06/2013,6:12:30,0,0,0,rest-s,nan,
1707,3626,28/06/2013,6:13:00,0,0,0,rest-s,nan,
1708,3627,28/06/2013,6:13:30,1,0,0,rest-s,nan,
1709,3628,28/06/2013,6:14:00,1,0,0,rest-s,nan,
1710,3629,28/06/2013,6:14:30,85,0,1,rest-s,nan,
1711,3630,28/06/2013,6:15:00,0,0,0,rest-s,nan,
1712,3631,28/06/2013,6:15:30,0,0,0,rest-s,nan,
1713,3632,28/06/2013,6:16:00,0,0,0,rest-s,nan,
1714,3633,28/06/2013,6:16:30,0,0,0,rest-s,nan,
1715,3634,28/06/2013,6:17:00,0,0,0,rest-s,nan,
1716,3635,28/06/2013,6:17:30,0,0,0,rest-s,nan,
1717,3636,28/06/2013,6:18:00,0,0,0,rest-s,nan,
1718,3637,28/06/2013,6:18:30,0,0,0,rest-s,nan,
1719,3638,28/06/2013,6:19:00,0,0,0,rest-s,nan,
1720,3639,28/06/2013,6:19:30,0,0,0,rest-s,nan,
1721,3640,28/06/2013,6:20:00,0,0,0,rest-s,nan,
1722,3641,28/06/2013,6:20:30,0,0,0,rest-s,nan,
1723,3642,28/06/2013,6:21:00,0,0,0,rest-s,nan,
1724,3643,28/06/2013,6:21:30,0,0,0,rest-s,nan,
1725,3644,28/06/2013,6:22:00,9,0,1,rest-s,nan,
1726,3645,28/06/2013,6:22:30,150,0,1,rest-s,nan,
1727,3646,28/06/2013,6:23:00,0,0,0,rest-s,nan,
1728,3647,28/06/2013,6:23:30,0,0,0,rest-s,nan,
1729,3648,28/06/2013,6:24:00,0,0,0,rest-s,nan,
1730,3649,28/06/2013,6:24:30,0,0,0,rest-s,nan,
1731,3650,28/06/2013,6:25:00,0,0,0,rest-s,nan,
1732,3651,28/06/2013,6:25:30,0,0,0,rest-s,nan,
1733,3652,28/06/2013,6:26:00,0,0,0,rest-s,nan,
1734,3653,28/06/2013,6:26:30,0,0,1,rest-s,nan,
1735,3654,28/06/2013,6:27:00,0,0,1,rest-s,nan,
1736,3655,28/06/2013,6:27:30,205,0,1,rest-s,nan,
1737,3656,28/06/2013,6:28:00,1,0,1,rest-s,nan,
1738,3657,28/06/2013,6:28:30,0,0,1,rest-s,nan,
1739,3658,28/06/2013,6:29:00,0,0,0,rest-s,nan,
1740,3659,28/06/2013,6:29:30,0,0,0,rest-s,nan,
1741,3660,28/06/2013,6:30:00,0,0,0,rest-s,nan,
1742,3661,28/06/2013,6:30:30,0,0,0,rest-s,nan,
1743,3662,28/06/2013,6:31:00,0,0,0,rest-s,nan,
1744,3663,28/06/2013,6:31:30,0,0,0,rest-s,nan,
1745,3664,28/06/2013,6:32:00,0,0,0,rest-s,nan,
