Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Red,2,2180000000000,2330000000000,6,5
Red,2,2180000000000,2330000000000,7,8
Red,2,2180000000000,2330000000000,8,4
Red,2,2180000000000,2330000000000,9,1
Red,2,2180000000000,2330000000000,10,4
Red,2,2180000000000,2330000000000,11,3
Red,2,2180000000000,2330000000000,12,4
Red,2,2180000000000,2330000000000,13,7
Red,2,2180000000000,2330000000000,14,2
Red,2,2180000000000,2330000000000,15,9
Red,2,2180000000000,2330000000000,16,5
Red,2,2180000000000,2330000000000,17,3
Red,2,2180000000000,2330000000000,18,9
Red,2,2180000000000,2330000000000,19,2
Red,2,2180000000000,2330000000000,20,6
Red,2,2180000000000,2330000000000,21,7
Red,2,2180000000000,2330000000000,22,8
Red,2,2180000000000,2330000000000,23,3
Red,2,2180000000000,2330000000000,24,3
Red,2,2180000000000,2330000000000,25,8
Red,2,2180000000000,2330000000000,26,5
Red,2,2180000000000,2330000000000,27,6
Red,2,2180000000000,2330000000000,28,4
Red,2,2180000000000,2330000000000,29,2
Red,2,2180000000000,2330000000000,30,0
Red,2,2180000000000,2330000000000,31,0
Red,2,2180000000000,2330000000000,32,4
Red,2,2180000000000,2330000000000,33,0
Red,2,2180000000000,2330000000000,34,1
Red,2,2180000000000,2330000000000,35,0
Red,2,2180000000000,2330000000000,36,0
Red,2,2180000000000,2330000000000,37,1
Red,2,2180000000000,2330000000000,38,1
Red,2,2180000000000,2330000000000,39,2
Red,2,2180000000000,2330000000000,40,2
Red,2,2180000000000,2330000000000,41,3
Red,2,2180000000000,2330000000000,42,1
Red,2,2180000000000,2330000000000,43,0
Red,2,2180000000000,2330000000000,44,1
Red,2,2180000000000,2330000000000,45,1
Red,2,2180000000000,2330000000000,46,1
Red,2,2180000000000,2330000000000,47,0
Red,2,2180000000000,2330000000000,48,0
Red,2,2180000000000,2330000000000,49,0
Red,2,2180000000000,2330000000000,50,0
Red,2,2180000000000,2330000000000,51,0
Red,2,2180000000000,2330000000000,52,0
Red,2,2180000000000,2330000000000,53,0
Red,2,2180000000000,2330000000000,54,0
Red,2,2180000000000,2330000000000,55,0
Red,2,2180000000000,2330000000000,56,0
Red,2,2180000000000,2330000000000,57,0
Red,2,2180000000000,2330000000000,58,0
Red,2,2180000000000,2330000000000,59,0
Red,2,2330000000000,2540000000000,0,156
Red,2,2330000000000,2540000000000,1,13
Red,2,2330000000000,2540000000000,2,17
Red,2,2330000000000,2540000000000,3,10
Red,2,2330000000000,2540000000000,4,4
Red,2,2330000000000,2540000000000,5,6
Red,2,2330000000000,2540000000000,6,3
Red,2,2330000000000,2540000000000,7,3
Red,2,2330000000000,2540000000000,8,7
Red,2,2330000000000,2540000000000,9,2
Red,2,2330000000000,2540000000000,10,5
Red,2,2330000000000,2540000000000,11,6
Red,2,2330000000000,2540000000000,12,4
Red,2,2330000000000,2540000000000,13,5
Red,2,2330000000000,2540000000000,14,5
Red,2,2330000000000,2540000000000,15,2
Red,2,2330000000000,2540000000000,16,2
Red,2,2330000000000,2540000000000,17,1
Red,2,2330000000000,2540000000000,18,6
Red,2,2330000000000,2540000000000,19,5
Red,2,2330000000000,2540000000000,20,2
Red,2,2330000000000,2540000000000,21,2
Red,2,2330000000000,2540000000000,22,1
Red,2,2330000000000,2540000000000,23,5
Red,2,2330000000000,2540000000000,24,3
Red,2,2330000000000,2540000000000,25,4
Red,2,2330000000000,2540000000000,26,4
Red,2,2330000000000,2540000000000,27,9
Red,2,2330000000000,2540000000000,28,2
Red,2,2330000000000,2540000000000,29,0
Red,2,2330000000000,2540000000000,30,2
Red,2,2330000000000,2540000000000,31,4
Red,2,2330000000000,2540000000000,32,1
Red,2,2330000000000,2540000000000,33,3
Red,2,2330000000000,2540000000000,34,1
Red,2,2330000000000,2540000000000,35,0
Red,2,2330000000000,2540000000000,36,1
Red,2,2330000000000,2540000000000,37,0
Red,2,2330000000000,2540000000000,38,0
Red,2,2330000000000,2540000000000,39,0
Red,2,2330000000000,2540000000000,40,0
Red,2,2330000000000,2540000000000,41,2
Red,2,2330000000000,2540000000000,42,2
Red,2,2330000000000,2540000000000,43,1
Red,2,2330000000000,2540000000000,44,0
Red,2,2330000000000,2540000000000,45,0
Red,2,2330000000000,2540000000000,46,1
Red,2,2330000000000,2540000000000,47,0
Red,2,2330000000000,2540000000000,48,0
Red,2,2330000000000,2540000000000,49,0
Red,2,2330000000000,2540000000000,50,0
Red,2,2330000000000,2540000000000,51,0
Red,2,2330000000000,2540000000000,52,0
Red,2,2330000000000,2540000000000,53,0
Red,2,2330000000000,2540000000000,54,0
Red,2,2330000000000,2540000000000,55,0
Red,2,2330000000000,2540000000000,56,0
Red,2,2330000000000,2540000000000,57,0
Red,2,2330000000000,2540000000000,58,0
Red,2,2330000000000,2540000000000,59,0
Red,2,2540000000000,2770000000000,0,131
Red,2,2540000000000,2770000000000,1,13
Red,2,2540000000000,2770000000000,2,19
Red,2,2540000000000,2770000000000,3,7
Red,2,2540000000000,2770000000000,4,7
Red,2,2540000000000,2770000000000,5,1
Red,2,2540000000000,2770000000000,6,13
Red,2,2540000000000,2770000000000,7,7
Red,2,2540000000000,2770000000000,8,13
Red,2,2540000000000,2770000000000,9,4
Red,2,2540000000000,2770000000000,10,6
Red,2,2540000000000,2770000000000,11,8
Red,2,2540000000000,2770000000000,12,4
Red,2,2540000000000,2770000000000,13,4
Red,2,2540000000000,2770000000000,14,2
Red,2,2540000000000,2770000000000,15,2
Red,2,2540000000000,2770000000000,16,3
Red,2,2540000000000,2770000000000,17,1
Red,2,2540000000000,2770000000000,18,4
Red,2,2540000000000,2770000000000,19,2
Red,2,2540000000000,2770000000000,20,4
Red,2,2540000000000,2770000000000,21,9
Red,2,2540000000000,2770000000000,22,7
Red,2,2540000000000,2770000000000,23,7
Red,2,2540000000000,2770000000000,24,5
Red,2,2540000000000,2770000000000,25,3
Red,2,2540000000000,2770000000000,26,2
Red,2,2540000000000,2770000000000,27,7
Red,2,2540000000000,2770000000000,28,2
Red,2,2540000000000,2770000000000,29,2
Red,2,2540000000000,2770000000000,30,3
Red,2,2540000000000,2770000000000,31,3
Red,2,2540000000000,2770000000000,32,0
Red,2,2540000000000,2770000000000,33,0
Red,2,2540000000000,2770000000000,34,0
Red,2,2540000000000,2770000000000,35,1
Red,2,2540000000000,2770000000000,36,0
Red,2,2540000000000,2770000000000,37,0
Red,2,2540000000000,2770000000000,38,1
Red,2,2540000000000,2770000000000,39,0
Red,2,2540000000000,2770000000000,40,0
Red,2,2540000000000,2770000000000,41,0
Red,2,2540000000000,2770000000000,42,0
Red,2,2540000000000,2770000000000,43,2
Red,2,2540000000000,2770000000000,44,1
Red,2,2540000000000,2770000000000,45,0
Red,2,2540000000000,2770000000000,46,0
Red,2,2540000000000,2770000000000,47,1
Red,2,2540000000000,2770000000000,48,0
Red,2,2540000000000,2770000000000,49,0
Red,2,2540000000000,2770000000000,50,0
Red,2,2540000000000,2770000000000,51,0
Red,2,2540000000000,2770000000000,52,0
Red,2,2540000000000,2770000000000,53,0
Red,2,2540000000000,2770000000000,54,0
Red,2,2540000000000,2770000000000,55,0
Red,2,2540000000000,2770000000000,56,0
Red,2,2540000000000,2770000000000,57,0
Red,2,2540000000000,2770000000000,58,0
Red,2,2540000000000,2770000000000,59,0
Red,2,2770000000000,3090000000000,0,125
Red,2,2770000000000,3090000000000,1,10
Red,2,2770000000000,3090000000000,2,23
Red,2,2770000000000,3090000000000,3,16
Red,2,2770000000000,3090000000000,4,7
Red,2,2770000000000,3090000000000,5,7
Red,2,2770000000000,3090000000000,6,9
Red,2,2770000000000,3090000000000,7,9
Red,2,2770000000000,3090000000000,8,13
Red,2,2770000000000,3090000000000,9,7
Red,2,2770000000000,3090000000000,10,12
Red,2,2770000000000,3090000000000,11,4
Red,2,2770000000000,3090000000000,12,3
Red,2,2770000000000,3090000000000,13,2
Red,2,2770000000000,3090000000000,14,3
Red,2,2770000000000,3090000000000,15,4
Red,2,2770000000000,3090000000000,16,3
Red,2,2770000000000,3090000000000,17,1
Red,2,2770000000000,3090000000000,18,1
Red,2,2770000000000,3090000000000,19,4
Red,2,2770000000000,3090000000000,20,3
Red,2,2770000000000,3090000000000,21,6
Red,2,2770000000000,3090000000000,22,2
Red,2,2770000000000,3090000000000,23,11
Red,2,2770000000000,3090000000000,24,2
Red,2,2770000000000,3090000000000,25,0
Red,2,2770000000000,3090000000000,26,3
Red,2,2770000000000,3090000000000,27,3
Red,2,2770000000000,3090000000000,28,0
Red,2,2770000000000,3090000000000,29,2
Red,2,2770000000000,3090000000000,30,2
Red,2,2770000000000,3090000000000,31,1
Red,2,2770000000000,3090000000000,32,0
Red,2,2770000000000,3090000000000,33,0
Red,2,2770000000000,3090000000000,34,1
Red,2,2770000000000,3090000000000,35,2
Red,2,2770000000000,3090000000000,36,0
Red,2,2770000000000,3090000000000,37,1
Red,2,2770000000000,3090000000000,38,2
Red,2,2770000000000,3090000000000,39,0
Red,2,2770000000000,3090000000000,40,0
Red,2,2770000000000,3090000000000,41,0
Red,2,2770000000000,3090000000000,42,1
Red,2,2770000000000,3090000000000,43,0
Red,2,2770000000000,3090000000000,44,0
Red,2,2770000000000,3090000000000,45,2
Red,2,2770000000000,3090000000000,46,3
Red,2,2770000000000,3090000000000,47,1
Red,2,2770000000000,3090000000000,48,0
Red,2,2770000000000,3090000000000,49,0
Red,2,2770000000000,3090000000000,50,0
Red,2,2770000000000,3090000000000,51,0
Red,2,2770000000000,3090000000000,52,1
Red,2,2770000000000,3090000000000,53,0
Red,2,2770000000000,3090000000000,54,0
Red,2,2770000000000,3090000000000,55,0
Red,2,2770000000000,3090000000000,56,0
Red,2,2770000000000,3090000000000,57,0
Red,2,2770000000000,3090000000000,58,0
Red,2,2770000000000,3090000000000,59,0
Red,2,3090000000000,3440000000000,0,136
Red,2,3090000000000,3440000000000,1,23
Red,2,3090000000000,3440000000000,2,23
Red,2,3090000000000,3440000000000,3,11
Red,2,3090000000000,3440000000000,4,11
Red,2,3090000000000,3440000000000,5,9
Red,2,3090000000000,3440000000000,6,16
Red,2,3090000000000,3440000000000,7,3
Red,2,3090000000000,3440000000000,8,7
Red,2,3090000000000,3440000000000,9,2
Red,2,3090000000000,3440000000000,10,8
Red,2,3090000000000,3440000000000,11,3
Red,2,3090000000000,3440000000000,12,1
Red,2,3090000000000,3440000000000,13,0
Red,2,3090000000000,3440000000000,14,2
Red,2,3090000000000,3440000000000,15,1
Red,2,3090000000000,3440000000000,16,0
Red,2,3090000000000,3440000000000,17,1
Red,2,3090000000000,3440000000000,18,1
Red,2,3090000000000,3440000000000,19,2
Red,2,3090000000000,3440000000000,20,2
Red,2,3090000000000,3440000000000,21,9
Red,2,3090000000000,3440000000000,22,2
Red,2,3090000000000,3440000000000,23,5
Red,2,3090000000000,3440000000000,24,3
Red,2,3090000000000,3440000000000,25,2
Red,2,3090000000000,3440000000000,26,2
Red,2,3090000000000,3440000000000,27,2
Red,2,3090000000000,3440000000000,28,2
Red,2,3090000000000,3440000000000,29,2
Red,2,3090000000000,3440000000000,30,3
Red,2,3090000000000,3440000000000,31,1
Red,2,3090000000000,3440000000000,32,2
Red,2,3090000000000,3440000000000,33,2
Red,2,3090000000000,3440000000000,34,1
Red,2,3090000000000,3440000000000,35,0
Red,2,3090000000000,3440000000000,36,1
Red,2,3090000000000,3440000000000,37,1
Red,2,3090000000000,3440000000000,38,0
Red,2,3090000000000,3440000000000,39,2
Red,2,3090000000000,3440000000000,40,1
Red,2,3090000000000,3440000000000,41,0
Red,2,3090000000000,3440000000000,42,1
Red,2,3090000000000,3440000000000,43,0
Red,2,3090000000000,3440000000000,44,0
Red,2,3090000000000,3440000000000,45,0
Red,2,3090000000000,3440000000000,46,1
Red,2,3090000000000,3440000000000,47,2
Red,2,3090000000000,3440000000000,48,1
Red,2,3090000000000,3440000000000,49,0
Red,2,3090000000000,3440000000000,50,0
Red,2,3090000000000,3440000000000,51,0
Red,2,3090000000000,3440000000000,52,0
Red,2,3090000000000,3440000000000,53,1
Red,2,3090000000000,3440000000000,54,0
Red,2,3090000000000,3440000000000,55,1
Red,2,3090000000000,3440000000000,56,0
Red,2,3090000000000,3440000000000,57,0
Red,2,3090000000000,3440000000000,58,0
Red,2,3090000000000,3440000000000,59,0
Red,2,3440000000000,3920000000000,0,153
Red,2,3440000000000,3920000000000,1,24
Red,2,3440000000000,3920000000000,2,12
Red,2,3440000000000,3920000000000,3,9
Red,2,3440000000000,3920000000000,4,10
Red,2,3440000000000,3920000000000,5,6
Red,2,3440000000000,3920000000000,6,10
Red,2,3440000000000,3920000000000,7,4
Red,2,3440000000000,3920000000000,8,5
Red,2,3440000000000,3920000000000,9,5
Red,2,3440000000000,3920000000000,10,12
Red,2,3440000000000,3920000000000,11,1
Red,2,3440000000000,3920000000000,12,4
Red,2,3440000000000,3920000000000,13,1
Red,2,3440000000000,3920000000000,14,1
Red,2,3440000000000,3920000000000,15,1
Red,2,3440000000000,3920000000000,16,2
Red,2,3440000000000,3920000000000,17,1
Red,2,3440000000000,3920000000000,18,4
Red,2,3440000000000,3920000000000,19,1
Red,2,3440000000000,3920000000000,20,4
Red,2,3440000000000,3920000000000,21,4
Red,2,3440000000000,3920000000000,22,0
Red,2,3440000000000,3920000000000,23,3
Red,2,3440000000000,3920000000000,24,1
Red,2,3440000000000,3920000000000,25,3
Red,2,3440000000000,3920000000000,26,2
Red,2,3440000000000,3920000000000,27,2
Red,2,3440000000000,3920000000000,28,3
Red,2,3440000000000,3920000000000,29,1
Red,2,3440000000000,3920000000000,30,1
Red,2,3440000000000,3920000000000,31,2
Red,2,3440000000000,3920000000000,32,1
Red,2,3440000000000,3920000000000,33,3
Red,2,3440000000000,3920000000000,34,4
Red,2,3440000000000,3920000000000,35,0
Red,2,3440000000000,3920000000000,36,1
Red,2,3440000000000,3920000000000,37,2
Red,2,3440000000000,3920000000000,38,0
Red,2,3440000000000,3920000000000,39,0
Red,2,3440000000000,3920000000000,40,0
Red,2,3440000000000,3920000000000,41,2
Red,2,3440000000000,3920000000000,42,0
Red,2,3440000000000,3920000000000,43,1
Red,2,3440000000000,3920000000000,44,1
Red,2,3440000000000,3920000000000,45,0
Red,2,3440000000000,3920000000000,46,0
Red,2,3440000000000,3920000000000,47,0
Red,2,3440000000000,3920000000000,48,1
Red,2,3440000000000,3920000000000,49,1
Red,2,3440000000000,3920000000000,50,0
Red,2,3440000000000,3920000000000,51,0
Red,2,3440000000000,3920000000000,52,0
Red,2,3440000000000,3920000000000,53,0
Red,2,3440000000000,3920000000000,54,1
Red,2,3440000000000,3920000000000,55,0
Red,2,3440000000000,3920000000000,56,1
Red,2,3440000000000,3920000000000,57,0
Red,2,3440000000000,3920000000000,58,0
Red,2,3440000000000,3920000000000,59,0
Red,2,3920000000000,4360000000000,0,190
Red,2,3920000000000,4360000000000,1,19
Red,2,3920000000000,4360000000000,2,10
Red,2,3920000000000,4360000000000,3,7
Red,2,3920000000000,4360000000000,4,3
Red,2,3920000000000,4360000000000,5,4
Red,2,3920000000000,4360000000000,6,13
Red,2,3920000000000,4360000000000,7,7
Red,2,3920000000000,4360000000000,8,3
Red,2,3920000000000,4360000000000,9,4
Red,2,3920000000000,4360000000000,10,4
Red,2,3920000000000,4360000000000,11,4
Red,2,3920000000000,4360000000000,12,2
Red,2,3920000000000,4360000000000,13,1
Red,2,3920000000000,4360000000000,14,1
Red,2,3920000000000,4360000000000,15,0
Red,2,3920000000000,4360000000000,16,3
Red,2,3920000000000,4360000000000,17,4
Red,2,3920000000000,4360000000000,18,1
Red,2,3920000000000,4360000000000,19,9
Red,2,3920000000000,4360000000000,20,0
Red,2,3920000000000,4360000000000,21,1
Red,2,3920000000000,4360000000000,22,0
Red,2,3920000000000,4360000000000,23,1
Red,2,3920000000000,4360000000000,24,3
Red,2,3920000000000,4360000000000,25,1
Red,2,3920000000000,4360000000000,26,0
Red,2,3920000000000,4360000000000,27,1
Red,2,3920000000000,4360000000000,28,0
Red,2,3920000000000,4360000000000,29,0
Red,2,3920000000000,4360000000000,30,1
Red,2,3920000000000,4360000000000,31,0
Red,2,3920000000000,4360000000000,32,2
Red,2,3920000000000,4360000000000,33,1
Red,2,3920000000000,4360000000000,34,0
Red,2,3920000000000,4360000000000,35,0
Red,2,3920000000000,4360000000000,36,2
Red,2,3920000000000,4360000000000,37,0
Red,2,3920000000000,4360000000000,38,2
Red,2,3920000000000,4360000000000,39,3
Red,2,3920000000000,4360000000000,40,2
Red,2,3920000000000,4360000000000,41,1
Red,2,3920000000000,4360000000000,42,0
Red,2,3920000000000,4360000000000,43,2
Red,2,3920000000000,4360000000000,44,0
Red,2,3920000000000,4360000000000,45,0
Red,2,3920000000000,4360000000000,46,0
Red,2,3920000000000,4360000000000,47,0
Red,2,3920000000000,4360000000000,48,0
Red,2,3920000000000,4360000000000,49,0
Red,2,3920000000000,4360000000000,50,0
Red,2,3920000000000,4360000000000,51,0
Red,2,3920000000000,4360000000000,52,0
Red,2,3920000000000,4360000000000,53,0
Red,2,3920000000000,4360000000000,54,0
Red,2,3920000000000,4360000000000,55,0
Red,2,3920000000000,4360000000000,56,0
Red,2,3920000000000,4360000000000,57,0
Red,2,3920000000000,4360000000000,58,0
Red,2,3920000000000,4360000000000,59,0
Red,2,4360000000000,4660000000000,0,187
Red,2,4360000000000,4660000000000,1,8
Red,2,4360000000000,4660000000000,2,17
Red,2,4360000000000,4660000000000,3,9
Red,2,4360000000000,4660000000000,4,13
Red,2,4360000000000,4660000000000,5,5
Red,2,4360000000000,4660000000000,6,4
Red,2,4360000000000,4660000000000,7,6
Red,2,4360000000000,4660000000000,8,2
Red,2,4360000000000,4660000000000,9,3
Red,2,4360000000000,4660000000000,10,7
Red,2,4360000000000,4660000000000,11,1
Red,2,4360000000000,4660000000000,12,5
Red,2,4360000000000,4660000000000,13,2
Red,2,4360000000000,4660000000000,14,0
Red,2,4360000000000,4660000000000,15,0
Red,2,4360000000000,4660000000000,16,5
Red,2,4360000000000,4660000000000,17,4
Red,2,4360000000000,4660000000000,18,1
Red,2,4360000000000,4660000000000,19,5
Red,2,4360000000000,4660000000000,20,2
Red,2,4360000000000,4660000000000,21,1
Red,2,4360000000000,4660000000000,22,2
Red,2,4360000000000,4660000000000,23,0
Red,2,4360000000000,4660000000000,24,1
Red,2,4360000000000,4660000000000,25,1
Red,2,4360000000000,4660000000000,26,2
Red,2,4360000000000,4660000000000,27,4
Red,2,4360000000000,4660000000000,28,1
Red,2,4360000000000,4660000000000,29,1
Red,2,4360000000000,4660000000000,30,1
Red,2,4360000000000,4660000000000,31,0
Red,2,4360000000000,4660000000000,32,0
Red,2,4360000000000,4660000000000,33,0
Red,2,4360000000000,4660000000000,34,0
